amplitude_path_id,family_weight,global_weight,split,n_galaxies,matched_beats_wrong_fraction,matched_rank1_fraction,matched_beats_tpg_v6_fraction,matched_beats_mond_fraction,mean_matched_minus_wrong,median_matched_minus_wrong,mean_matched_minus_tpg_v6,median_matched_minus_tpg_v6,mean_matched_minus_mond,median_matched_minus_mond
shrink_family_weight_0.00,0.0,1.0,holdout,44,0.5909090909090909,0.25,0.5454545454545454,0.5681818181818182,-0.12389926784657167,-0.1300719791512801,-0.09700811802725472,-0.049715782911791795,-0.5682533628140172,-1.7623722719255488
shrink_family_weight_0.00,0.0,1.0,train,131,0.549618320610687,0.2748091603053435,0.4580152671755725,0.5572519083969466,-0.05478047407864683,-0.029306669091401005,0.02119501349302387,0.004447093447282668,-0.4610233052226638,-0.7384441518784914
shrink_family_weight_0.05,0.05,0.95,holdout,44,0.6136363636363636,0.2727272727272727,0.5681818181818182,0.5681818181818182,-1.2267847037836475,-0.48779716205037804,-0.06312088787910242,-0.1659920035623781,-0.5343661326658649,-1.6125698951809353
shrink_family_weight_0.05,0.05,0.95,train,131,0.6106870229007634,0.2900763358778626,0.48091603053435117,0.5648854961832062,-1.002403054556875,-0.30293531526989526,0.005211300466723453,0.02502275354347816,-0.4770070182489642,-0.755804668171491
shrink_family_weight_0.10,0.1,0.9,holdout,44,0.6363636363636364,0.2727272727272727,0.5681818181818182,0.5454545454545454,-2.3658208370373575,-0.814235797823716,-0.023205311955804612,-0.17374454023068386,-0.49445055674256705,-1.530876813882407
shrink_family_weight_0.10,0.1,0.9,train,131,0.6641221374045801,0.3053435114503817,0.48091603053435117,0.5648854961832062,-2.0891467453337507,-0.7588139584097977,-0.0024823153444259003,0.05108396727056963,-0.48470063406011354,-0.7627037707181339
shrink_family_weight_0.15,0.15,0.85,holdout,44,0.6818181818181818,0.25,0.5681818181818182,0.5454545454545454,-3.49453486645598,-1.1168541651647264,0.022832016892546658,-0.1944241268498521,-0.44841322789421595,-1.20712301317955
shrink_family_weight_0.15,0.15,0.85,train,131,0.6946564885496184,0.29770992366412213,0.48091603053435117,0.5572519083969466,-3.163639525136976,-1.0859490497792272,-0.0020556615359375707,0.035394683624637935,-0.48427398025162527,-0.7695995489454761
shrink_family_weight_0.20,0.2,0.8,holdout,44,0.7045454545454546,0.25,0.5681818181818182,0.5454545454545454,-4.595389978599926,-1.783428668426116,0.07387429818786936,-0.16909172932237393,-0.39737094659889305,-0.847277255089673
shrink_family_weight_0.20,0.2,0.8,train,131,0.7099236641221374,0.32061068702290074,0.48091603053435117,0.5648854961832062,-4.207025146576137,-1.5081949576168263,0.004143732101414125,0.026238620672164537,-0.4780745866142735,-0.750128887768347
shrink_family_weight_0.25,0.25,0.75,holdout,44,0.7727272727272727,0.25,0.5681818181818182,0.5454545454545454,-5.646794505639811,-2.2199316313867765,0.12926396035403087,-0.07665113996095707,-0.34198128443273157,-0.7468268198287156
shrink_family_weight_0.25,0.25,0.75,train,131,0.7404580152671756,0.3511450381679389,0.48091603053435117,0.5648854961832062,-5.2125623273965465,-1.8569640822519276,0.014925430805785005,0.008433088468797756,-0.4672928879099026,-0.7969437914467727
shrink_family_weight_0.30,0.3,0.7,holdout,44,0.7727272727272727,0.2727272727272727,0.4772727272727273,0.5681818181818182,-6.656319516051499,-3.01188930213356,0.1884700841674781,0.014321949464574768,-0.2827751606192843,-0.7767898505840796
shrink_family_weight_0.30,0.3,0.7,train,131,0.7709923664122137,0.37404580152671757,0.5038167938931297,0.5725190839694656,-6.179481298674838,-2.150643938443693,0.029758495866037557,-0.0008577715888780091,-0.45245982284965014,-0.7616304465725499
shrink_family_weight_0.35,0.35,0.65,holdout,44,0.8181818181818182,0.2727272727272727,0.4772727272727273,0.5681818181818182,-7.626180686271241,-4.385767454943403,0.25107128705638676,0.06492125103816315,-0.22017395773037568,-0.9837729330894485
shrink_family_weight_0.35,0.35,0.65,train,131,0.7862595419847328,0.366412213740458,0.48091603053435117,0.5801526717557252,-7.108339863143926,-3.048387747488313,0.04831235994033149,0.012225949634609101,-0.4339059587753562,-0.7223698920399535
shrink_family_weight_0.40,0.4,0.6,holdout,44,0.8181818181818182,0.2727272727272727,0.4772727272727273,0.6136363636363636,-8.554211380757708,-5.470945659132824,0.31674589263766767,0.12445781532866951,-0.15449935214909485,-0.9502140299745498
shrink_family_weight_0.40,0.4,0.6,train,131,0.8015267175572519,0.3435114503816794,0.48091603053435117,0.5801526717557252,-8.00406870361461,-3.5413550841611077,0.07034441076323471,0.033531010518583315,-0.411873907952453,-0.6930439742181131
shrink_family_weight_0.45,0.45,0.55,holdout,44,0.8409090909090909,0.29545454545454547,0.4772727272727273,0.6136363636363636,-9.443793432124478,-6.283320718185032,0.3852547341565659,0.19251471682816845,-0.08599051063019646,-0.7575673265588332
shrink_family_weight_0.45,0.45,0.55,train,131,0.816793893129771,0.3511450381679389,0.4732824427480916,0.5572519083969466,-8.871936949920178,-3.9990731687298053,0.09566003742349362,0.03482040936944486,-0.3865582812921941,-0.5669345223917919
shrink_family_weight_0.50,0.5,0.5,holdout,44,0.8636363636363636,0.29545454545454547,0.4772727272727273,0.6363636363636364,-10.30062133362194,-6.92272541102798,0.45642183403574704,0.2686631544826996,-0.014823410751015453,-0.5040273721667554
shrink_family_weight_0.50,0.5,0.5,train,131,0.816793893129771,0.3511450381679389,0.46564885496183206,0.5572519083969466,-9.71033289892857,-4.443231202879933,0.12409419578737922,0.04675320312080089,-0.35812412292830836,-0.4499872141373853
shrink_family_weight_0.55,0.55,0.44999999999999996,holdout,44,0.8636363636363636,0.2727272727272727,0.4772727272727273,0.5681818181818182,-11.131805973057679,-7.546871944064147,0.5301171108269451,0.35246832291524566,0.058871866040182595,-0.5090014449890505
shrink_family_weight_0.55,0.55,0.44999999999999996,train,131,0.8320610687022901,0.366412213740458,0.46564885496183206,0.5419847328244275,-10.521067380212713,-5.405128190785076,0.1555013156499831,0.07487014364040334,-0.32671700306570456,-0.3266558690201826
shrink_family_weight_0.60,0.6,0.4,holdout,44,0.8636363636363636,0.29545454545454547,0.4772727272727273,0.5454545454545454,-11.942583916749465,-8.313685184755643,0.6062425305077948,0.40752411257214227,0.13499728572103245,-0.44808845701752853
shrink_family_weight_0.60,0.6,0.4,train,131,0.8473282442748091,0.37404580152671757,0.46564885496183206,0.5343511450381679,-11.306101049755515,-5.899763750727029,0.1897487105557833,0.0784108707769402,-0.2924696081599043,-0.17962526211656282
shrink_family_weight_0.65,0.65,0.35,holdout,44,0.8636363636363636,0.29545454545454547,0.4772727272727273,0.5454545454545454,-12.732599773134934,-9.106421584803671,0.6847216500594896,0.4575550648340285,0.21347640527272713,-0.31583795162762973
shrink_family_weight_0.65,0.65,0.35,train,131,0.8473282442748091,0.366412213740458,0.46564885496183206,0.5038167938931297,-12.067029486397004,-6.609153648731313,0.22671208496543369,0.09214925821629905,-0.25550623375025394,-0.014266582706543574
shrink_family_weight_0.70,0.7,0.30000000000000004,holdout,44,0.8636363636363636,0.29545454545454547,0.4772727272727273,0.5227272727272727,-13.500515578808205,-9.888949467250093,0.7654920089595362,0.5106786013574305,0.29424676417277357,-0.20527017880426435
shrink_family_weight_0.70,0.7,0.30000000000000004,train,131,0.8625954198473282,0.366412213740458,0.46564885496183206,0.5038167938931297,-12.805376099790749,-7.149885037739406,0.2662731182080788,0.09483179249561857,-0.21594520050760888,-0.01083661603960806
shrink_family_weight_0.75,0.75,0.25,holdout,44,0.8863636363636364,0.29545454545454547,0.4772727272727273,0.5,-14.246500427374071,-10.661541103785925,0.8484997672846444,0.5667157173960851,0.3772545224978819,-0.09269511147979337
shrink_family_weight_0.75,0.75,0.25,train,131,0.8625954198473282,0.366412213740458,0.46564885496183206,0.48854961832061067,-13.52262942573394,-7.6860371409148875,0.3083191769665064,0.0975328991744675,-0.17389914174918122,0.05106200824302931
shrink_family_weight_0.80,0.8,0.19999999999999996,holdout,44,0.8863636363636364,0.29545454545454547,0.4772727272727273,0.5,-14.971484594671345,-11.42447750821817,0.9336960663987711,0.5888184623541322,0.46245082161200873,-0.009498460283258403
shrink_family_weight_0.80,0.8,0.19999999999999996,train,131,0.8625954198473282,0.366412213740458,0.4580152671755725,0.4961832061068702,-14.220195151078622,-8.466899330713488,0.35274468905073253,0.11424630079954312,-0.12947362966495501,0.08593491184106128
shrink_family_weight_0.85,0.85,0.15000000000000002,holdout,44,0.8863636363636364,0.29545454545454547,0.4772727272727273,0.5,-15.676598850289814,-12.178037982481232,1.0210346815786806,0.602829905994009,0.5497894367919179,-0.0007476673877402362
shrink_family_weight_0.85,0.85,0.15000000000000002,train,131,0.8702290076335878,0.366412213740458,0.4580152671755725,0.4732824427480916,-14.899368436384854,-9.226941176425505,0.3994532610469122,0.13929902310702147,-0.08276505766877543,0.14341350409231168
shrink_family_weight_0.90,0.9,0.09999999999999998,holdout,44,0.8863636363636364,0.29545454545454547,0.4772727272727273,0.4772727272727273,-16.362976713746896,-12.793998881794419,1.1104706140923295,0.616855280819387,0.6392253693055674,0.010522662758645218
shrink_family_weight_0.90,0.9,0.09999999999999998,train,131,0.8702290076335878,0.3816793893129771,0.45038167938931295,0.46564885496183206,-15.561338537437653,-9.90432366260834,0.448359578445999,0.16638180599067454,-0.03385874026968861,0.20351913573799685
shrink_family_weight_0.95,0.95,0.050000000000000044,holdout,44,0.8863636363636364,0.29545454545454547,0.4772727272727273,0.4772727272727273,-17.03169652141751,-13.388683403263673,1.20195933332225,0.6308945311314456,0.7307140885354876,0.07494483505172411
shrink_family_weight_0.95,0.95,0.050000000000000044,train,131,0.8702290076335878,0.37404580152671757,0.45038167938931295,0.4580152671755725,-16.207136953713306,-10.519815078261368,0.4993904311126656,0.19547813915362156,0.017172112396977943,0.21762327169885154
shrink_family_weight_1.00,1.0,0.0,holdout,44,0.8863636363636364,0.29545454545454547,0.4772727272727273,0.4772727272727273,-17.683782764040107,-13.974199559618805,1.295456434467637,0.6449476015984881,0.824211189680875,0.17340059130903462
shrink_family_weight_1.00,1.0,0.0,train,131,0.8702290076335878,0.37404580152671757,0.45038167938931295,0.4580152671755725,-16.83760914102908,-11.122740256969614,0.5524846100985327,0.22657097578142782,0.070266291382845,0.3310014380403583
