galaxy,split,formula_family,inclusion_lane,allowed_use,orientation_gate_status,projection_status,memory_status,memory_projection_gate_status,blocked_orientation_components,minimal_acquisition_need,strict_ready,caution_ready,acquisition_required,endpoint_scores_computed,uses_vobs_or_residual,claim_boundary
NGC6503,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC7814,train,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
PGC51017,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC00128,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC00634,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_manifest_confidence_review;needs_projection_or_inclination_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC01230,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_projection_or_inclination_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC01281,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC04278,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC04483,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC05005,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC05721,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC05750,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_NOT_REQUIRED_CURRENT_READOUT_CONSISTENT,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC05764,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC05918,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC05999,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC06399,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC06446,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC06667,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC06930,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC06973,train,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC07089,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC07125,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC07399,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC07524,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC07559,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC07608,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_projection_or_inclination_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC07690,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC07866,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC08286,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC08490,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC08550,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC08837,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC09992,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_manifest_confidence_review;needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC10310,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_manifest_confidence_review;needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC11455,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_NOT_REQUIRED_CURRENT_READOUT_CONSISTENT,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC11820,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC12632,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC12732,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_projection_or_inclination_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGCA281,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGCA442,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
DDO064,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,none,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
F567-2,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,none,needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
F568-3,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,none,needs_residual_blind_memory_history_source,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
