galaxy,split,formula_family,n_points,rmse_tpg_v6,rmse_mond,rmse_matched_family,rmse_wrong_family_mean,best_family,matched_family_rank,rmse_K_compact_finite,rmse_K_scale_tail_spiral,rmse_K_exponential_disk,rmse_K_thick_flared,matched_minus_wrong_mean,matched_minus_tpg_v6,matched_minus_mond,matched_beats_wrong_mean,matched_beats_tpg_v6,matched_beats_mond
CamB,holdout,K_scale_tail_spiral,9,13.63779853730796,15.623524086441458,19.721962031071975,91.24387932409023,K_exponential_disk,3,248.9382106571476,19.721962031071975,11.890911114992267,12.902516200130803,-71.52191729301825,6.084163493764015,4.098437944630517,True,False,False
ESO116-G012,holdout,K_exponential_disk,15,11.508201668011028,9.108666488881621,13.446279755293979,23.697261954636655,K_scale_tail_spiral,3,49.01712097706982,9.66930309984049,13.446279755293979,12.405361786999645,-10.250982199342676,1.9380780872829515,4.337613266412358,True,False,False
F561-1,holdout,K_scale_tail_spiral,6,28.55685188052471,32.526019723976546,30.72961132456212,44.585671243755485,K_exponential_disk,3,81.74176586464753,30.72961132456212,25.031727762892007,26.983520103726917,-13.856059919193363,2.1727594440374105,-1.7964083994144247,True,False,True
F563-1,holdout,K_scale_tail_spiral,17,24.695833689633552,18.44568739642176,22.617853241287115,25.519663333650048,K_compact_finite,2,19.411022370330794,22.617853241287115,30.260930164235255,26.887037466384104,-2.9018100923629326,-2.0779804483464375,4.172165844865354,True,True,False
F568-1,holdout,K_thick_flared,12,33.500610533676024,29.974188853658532,34.955430288199395,29.55354010937246,K_compact_finite,3,20.71531726578376,31.176877091120875,36.76842597121274,34.955430288199395,5.401890178826935,1.4548197545233705,4.981241434540863,False,False,False
IC2574,holdout,K_scale_tail_spiral,34,7.5138151552258,13.51316984455882,10.566965630734453,26.75293889801284,K_exponential_disk,3,71.62700758214562,10.566965630734453,3.1133225699753826,5.518486541917512,-16.185973267278385,3.0531504755086525,-2.946204213824368,True,False,True
IC4202,holdout,K_compact_finite,32,26.101514959176914,26.12803028857914,25.94895537395008,26.376477777204897,K_compact_finite,1,25.94895537395008,25.95260689286135,26.776836471199115,26.39998996755423,-0.42752240325481594,-0.15255958522683244,-0.17907491462905867,True,True,True
NGC0024,holdout,K_thick_flared,29,22.157814084096987,20.65262257294937,22.660175260822907,49.1700589416922,K_scale_tail_spiral,2,104.87062900210596,19.4023711952362,23.237176627734456,22.660175260822907,-26.50988368086929,0.5023611767259197,2.007552687873538,True,False,False
NGC2683,holdout,K_thick_flared,11,10.314830339812675,14.151015414510422,9.441655141326386,12.426749788320713,K_exponential_disk,2,17.28870570435926,10.834397635784631,9.157146024818244,9.441655141326386,-2.9850946469943267,-0.8731751984862886,-4.709360273184036,True,True,True
NGC3726,holdout,K_thick_flared,12,23.631876746434497,26.325344741169783,22.32780920265615,26.68986153139954,K_exponential_disk,2,34.803704377123964,24.444812422394104,20.82106779468054,22.32780920265615,-4.362052328743388,-1.3040675437783449,-3.997535538513631,True,True,True
NGC3949,holdout,K_thick_flared,7,8.950158230683527,11.297904622428334,8.55319084358932,22.645530043633567,K_exponential_disk,2,50.15654048051538,9.652397226533783,8.127652423851528,8.55319084358932,-14.092339200044247,-0.3969673870942074,-2.7447137788390137,True,True,True
NGC3972,holdout,K_thick_flared,10,7.806428086864266,6.774747860896815,8.593962113335323,19.977775866378973,K_scale_tail_spiral,2,43.704937357513515,6.707975112059255,9.520415129564146,8.593962113335323,-11.38381375304365,0.7875340264710564,1.819214252438508,True,False,False
NGC4013,holdout,K_compact_finite,36,12.273912532057183,14.334222058319126,16.99356852880305,11.668540793425578,K_exponential_disk,4,16.99356852880305,12.733233099294065,10.880207082032726,11.39218219894994,5.325027735377471,4.719655996745866,2.659346470483923,False,False,False
NGC4088,holdout,K_thick_flared,12,38.98773649865968,42.18384581680386,37.811387707787695,42.53175206180385,K_exponential_disk,2,51.33621019678367,39.77015631070587,36.488889677922,37.811387707787695,-4.720364354016155,-1.1763487908719839,-4.372458109016165,True,True,True
NGC4183,holdout,K_exponential_disk,23,6.489693491114096,10.354993594406714,6.224581287933666,13.760210864515452,K_thick_flared,2,28.09744430832445,7.3225980270534246,6.224581287933666,5.86059025816848,-7.535629576581786,-0.26511220318043005,-4.1304123064730485,True,True,True
NGC4214,holdout,K_scale_tail_spiral,14,17.991047303306434,15.27888150484993,15.405984093871057,39.05954643661913,K_scale_tail_spiral,1,78.01089432719559,15.405984093871057,20.174500243655785,18.993244739006016,-23.653562342748074,-2.5850632094353774,0.1271025890211277,True,True,False
NGC4389,holdout,K_thick_flared,6,46.55692853885728,48.50110279830857,45.987913835499185,67.05818976545275,K_exponential_disk,2,107.98214008267175,47.82928696479762,45.36314224888892,45.987913835499185,-21.070275929953567,-0.5690147033580928,-2.5131889628093873,True,True,True
NGC5907,holdout,K_thick_flared,19,16.785509985459306,18.59536481497724,16.383392586061934,17.603432862968834,K_thick_flared,1,19.143923926446448,16.972225684978213,16.694148977481838,16.383392586061934,-1.2200402769069,-0.40211739939737257,-2.2119722289153074,True,True,True
NGC5985,holdout,K_compact_finite,33,72.28739039126062,69.40357999391347,66.20241092491683,73.62210136086749,K_compact_finite,1,66.20241092491683,71.55950197762083,75.49983649471685,73.80696561026477,-7.419690435950656,-6.084979466343782,-3.2011690689966343,True,True,True
NGC6789,holdout,K_scale_tail_spiral,4,15.897752239176857,15.396246199577478,11.536643562882814,119.24492701458892,K_scale_tail_spiral,1,325.10280406752605,11.536643562882814,16.475522315540964,16.156454660699737,-107.70828345170611,-4.361108676294043,-3.859602636694664,True,True,True
NGC6946,holdout,K_compact_finite,58,15.025447425206579,17.728143095419597,27.872527807879194,14.193671584828039,K_exponential_disk,4,27.872527807879194,15.848262108909825,12.791054074078563,13.941698571495728,13.678856223051156,12.847080382672615,10.144384712459598,False,False,False
NGC7331,holdout,K_thick_flared,36,25.485065060071012,29.311675230419702,24.522570438330455,26.364633972516106,K_exponential_disk,2,29.706075556369132,25.914849469925397,23.472976891253797,24.522570438330455,-1.8420635341856517,-0.9624946217405572,-4.7891047920892476,True,True,True
UGC00731,holdout,K_scale_tail_spiral,12,12.845453066903099,11.466827035781066,11.310048467799863,28.290358560322016,K_scale_tail_spiral,1,53.54830107408136,11.310048467799863,17.22212565294635,14.10064895393833,-16.980310092522153,-1.5354045991032361,-0.1567785679812026,True,True,True
UGC00891,holdout,K_scale_tail_spiral,5,5.958365558298525,7.682081654505746,7.225333270873022,30.708551410992673,K_thick_flared,3,79.66608064043508,7.225333270873022,6.480960832640786,5.9786127599021475,-23.48321814011965,1.2669677125744965,-0.45674838363272396,True,False,True
UGC02023,holdout,K_scale_tail_spiral,5,12.198048884046239,13.979836766957423,15.300264315382941,52.34894448268364,K_exponential_disk,3,135.73645573462076,15.300264315382941,10.049805645594558,11.260572067835627,-37.0486801673007,3.1022154313367025,1.3204275484255188,True,False,False
UGC02259,holdout,K_exponential_disk,8,16.43514083306515,13.66144175213647,19.573338345039396,28.49022220799913,K_scale_tail_spiral,3,53.52599003311424,14.207920733489983,19.573338345039396,17.73675585739316,-8.916883862959732,3.1381975119742442,5.9118965929029255,True,False,False
UGC03580,holdout,K_compact_finite,47,25.49452615076704,27.172706555031343,53.98299406241329,25.502006859525864,K_exponential_disk,4,53.98299406241329,26.623336512958982,24.73362458096793,25.14905948465067,28.480987202887427,28.48846791164625,26.810287507381947,False,False,False
UGC04305,holdout,K_scale_tail_spiral,22,23.999621706482884,26.588364190715332,26.808062784312273,54.97638920038208,K_exponential_disk,3,120.13897648532503,26.808062784312273,21.776245010393428,23.01394610542778,-28.168326416069807,2.8084410778293893,0.21969859359694155,True,False,False
UGC04499,holdout,K_scale_tail_spiral,9,6.040634191372928,8.985021588452573,8.071013668884772,26.68581754275577,K_exponential_disk,3,70.81266980275193,8.071013668884772,4.149036346971774,5.095746478543615,-18.614803873870997,2.030379477511844,-0.9140079195678013,True,False,True
UGC05414,holdout,K_scale_tail_spiral,6,6.4008126343112375,8.261884143933315,9.440201402889352,43.27074629700655,K_exponential_disk,3,120.08243058990729,9.440201402889352,4.236617268537706,5.493191032574675,-33.8305448941172,3.0393887685781147,1.178317258956037,True,False,False
UGC05716,holdout,K_scale_tail_spiral,12,5.844868825954693,5.605647282808069,4.212043634396867,21.776013269990482,K_scale_tail_spiral,1,47.21310161443477,4.212043634396867,10.59520667782117,7.5197315177154955,-17.563969635593615,-1.632825191557826,-1.3936036484112018,True,True,True
UGC05829,holdout,K_scale_tail_spiral,11,6.222677845510406,8.606905396927852,7.720215953585758,33.67899383994406,K_thick_flared,3,87.78515793245373,7.720215953585758,7.138956445555025,6.112867141823444,-25.958777886358305,1.4975381080753527,-0.8866894433420933,True,False,True
UGC05986,holdout,K_scale_tail_spiral,15,17.532159853325275,15.059299363743824,15.662107914873872,25.13056845428841,K_scale_tail_spiral,1,36.424675149022505,15.662107914873872,20.201033222557264,18.765996991285466,-9.46846053941454,-1.8700519384514038,0.6028085511300478,True,True,False
UGC06818,holdout,K_scale_tail_spiral,8,12.386120759877572,13.66362183441789,13.901550076257113,35.32162467560686,K_exponential_disk,3,83.16113198644662,13.901550076257113,11.039634583678033,11.764107456695935,-21.42007459934975,1.5154293163795405,0.23792824183922257,True,False,False
UGC06917,holdout,K_scale_tail_spiral,11,6.430936477869006,4.61507933369384,4.9226251653474105,19.600525137391724,K_scale_tail_spiral,1,41.547896708505554,4.9226251653474105,9.47802256359153,7.775656140078094,-14.677899972044314,-1.5083113125215952,0.3075458316535702,True,True,False
UGC06983,holdout,K_scale_tail_spiral,17,11.036839059186455,9.148970751386091,9.70055392147702,17.79810167119724,K_scale_tail_spiral,1,25.8838468118674,9.70055392147702,14.921124192957315,12.589334008767008,-8.09754774972022,-1.3362851377094351,0.5515831700909288,True,True,False
UGC07151,holdout,K_exponential_disk,11,4.3119123214161394,5.615951252005322,3.9908842627101606,33.86470871154095,K_exponential_disk,1,91.79811703298999,5.785497618976558,3.9908842627101606,4.010511482656284,-29.87382444883079,-0.32102805870597884,-1.6250669892951617,True,True,True
UGC07261,holdout,K_exponential_disk,7,4.296839337715027,4.6168185611277694,5.956232149170297,28.559274204365284,K_scale_tail_spiral,3,76.68857413764968,4.120854225707304,5.956232149170297,4.868394249738871,-22.603042055194987,1.6593928114552705,1.339413588042528,True,False,False
UGC07577,holdout,K_scale_tail_spiral,9,10.601721967205515,13.125766123408509,17.124297895456632,86.65882470152344,K_exponential_disk,3,241.67726528740351,17.124297895456632,8.637803104765316,9.66140571240152,-69.53452680606681,6.522575928251117,3.998531772048123,True,False,False
UGC07603,holdout,K_exponential_disk,12,9.318897295784359,6.8156573361002755,11.387173267934267,43.54645404226107,K_scale_tail_spiral,3,114.1800641350203,6.228672590646333,11.387173267934267,10.230625401116553,-32.1592807743268,2.068275972149909,4.571515931833992,True,False,False
UGC08699,holdout,K_compact_finite,41,15.184307759904634,13.478161966003247,12.627055841271439,15.564539674538162,K_compact_finite,1,12.627055841271439,14.44730639887954,16.457810061382087,15.788502563352862,-2.9374838332667235,-2.5572519186331952,-0.8511061247318086,True,True,True
UGC11914,holdout,K_compact_finite,65,33.820143068839116,30.19760108867859,23.229579108902147,33.92652412458708,K_compact_finite,1,23.229579108902147,33.17967170999526,34.46631835058271,34.13358231318327,-10.696945015684935,-10.590563959936969,-6.9680219797764416,True,True,True
UGC12506,holdout,K_exponential_disk,31,40.697842583379504,38.12269540109571,44.999238791738094,40.00694648305801,K_compact_finite,4,37.36329931819013,40.148414704738784,44.999238791738094,42.50912542624511,4.992292308680085,4.3013962083585895,6.876543390642382,False,False,False
UGCA444,holdout,K_scale_tail_spiral,36,3.0580094444767805,4.92757139254757,7.622534837373528,61.90607065495512,K_thick_flared,3,180.312308284907,7.622534837373528,2.738671476256528,2.667232203701805,-54.283535817581594,4.564525392896748,2.694963444825958,True,False,False
D512-2,train,K_scale_tail_spiral,4,2.5139498188497846,6.561883790113319,6.808960055926971,44.71024246660536,K_thick_flared,3,131.15989604218174,6.808960055926971,1.6579467318943215,1.3128846257400082,-37.901282410678384,4.295010237077187,0.24707626581365272,True,False,False
D564-8,train,K_scale_tail_spiral,6,3.399294537690645,7.16409055590109,9.336622485938781,56.745896928522,K_thick_flared,3,164.64090727905867,9.336622485938781,2.9433226402360138,2.653460866271324,-47.40927444258322,5.937327948248136,2.1725319300376906,True,False,False
D631-7,train,K_scale_tail_spiral,16,10.35809255392164,10.521817679771978,10.943013951197013,35.97973602712995,K_thick_flared,3,86.59661127999694,10.943013951197013,10.824790371732787,10.517806429660139,-25.03672207593294,0.5849213972753731,0.42119627142503546,True,False,False
DDO064,train,K_scale_tail_spiral,14,2.7332917850477236,3.548332793859171,5.443535706033468,58.48545407610168,K_thick_flared,3,168.86062230026965,5.443535706033468,3.6917984692128205,2.9039414588225774,-53.04191837006822,2.7102439209857443,1.8952029121742968,True,False,False
DDO154,train,K_scale_tail_spiral,12,3.544983778635305,4.451832612674567,4.184305567259078,37.056824266363506,K_scale_tail_spiral,1,100.41279828685026,4.184305567259078,6.294812002196736,4.462862510043515,-32.872518699104425,0.6393217886237732,-0.26752704541548855,True,False,True
DDO161,train,K_scale_tail_spiral,31,13.579219703882607,18.569662825271475,15.881667823431446,27.337018590663728,K_exponential_disk,3,60.165341052704704,15.881667823431446,9.714650953157456,12.131063766129017,-11.455350767232282,2.3024481195488384,-2.6879950018400294,True,False,True
DDO168,train,K_scale_tail_spiral,10,6.727638673752554,7.879974549733663,8.993591610956091,45.39270358898074,K_exponential_disk,3,123.95226868626911,8.993591610956091,5.837267301925055,6.388574778748064,-36.39911197802465,2.2659529372035374,1.1136170612224285,True,False,False
DDO170,train,K_scale_tail_spiral,8,7.480201139884626,14.370201282342645,10.159584119881025,21.99332072543758,K_exponential_disk,3,57.51849002945726,10.159584119881025,2.994603926554938,5.466868220300547,-11.833736605556556,2.679382979996399,-4.21061716246162,True,False,True
ESO079-G014,train,K_thick_flared,15,12.522654026496923,11.397542407404476,13.175386122165875,17.133691319916323,K_scale_tail_spiral,2,25.75451303602627,11.745255133211652,13.901305790511042,13.175386122165875,-3.958305197750448,0.6527320956689522,1.7778437147613992,True,False,False
ESO444-G084,train,K_scale_tail_spiral,7,13.917114692092932,10.513209179623457,9.653687321801225,52.421540037362,K_scale_tail_spiral,1,126.7131489091525,9.653687321801225,15.849842941114677,14.701628261818827,-42.76785271556078,-4.263427370291707,-0.8595218578222319,True,True,True
ESO563-G021,train,K_thick_flared,30,47.72714916375959,44.48667176928297,49.05425860593719,46.80070434080499,K_compact_finite,3,42.79768067708103,47.114838687366905,50.48959365796703,49.05425860593719,2.253554265132202,1.3271094421776013,4.567586836654222,False,False,False
F563-V1,train,K_scale_tail_spiral,6,23.66949222725619,29.338957960123544,26.964419023751876,46.669400322180884,K_exponential_disk,3,98.91572056208932,26.964419023751876,19.261744797899087,21.830735606554263,-19.704981298429008,3.2949267964956874,-2.3745389363716676,True,False,True
F563-V2,train,K_scale_tail_spiral,10,26.238947803350438,23.428832485173935,23.80775763175782,28.420937595113298,K_scale_tail_spiral,1,29.722819895140628,23.80775763175782,28.382965301524813,27.157027588674456,-4.613179963355478,-2.4311901715926183,0.3789251465838852,True,True,False
F565-V2,train,K_scale_tail_spiral,7,11.960771688430881,6.916649069723871,9.108198192477284,29.743010836640575,K_scale_tail_spiral,1,59.06725048412221,9.108198192477284,16.450857714394015,13.710924311405499,-20.63481264416329,-2.8525734959535978,2.191549122753413,True,True,False
F567-2,train,K_scale_tail_spiral,5,14.016635993218337,19.406231954265397,16.22869903613856,32.73278143190438,K_exponential_disk,3,74.7894401860748,16.22869903613856,11.024337534941019,12.384566574697319,-16.504082395765817,2.2120630429202244,-3.177532918126836,True,False,True
F568-3,train,K_exponential_disk,18,9.11490703879206,7.976415983117765,11.251672319569533,22.374412576539147,K_scale_tail_spiral,3,49.22521553631487,7.860002856544251,11.251672319569533,10.03801933675833,-11.122740256969614,2.136765280777473,3.2752563364517675,True,False,False
F568-V1,train,K_exponential_disk,15,29.877210479611758,25.762065140172663,33.68872136932015,27.34618158541674,K_compact_finite,4,22.977818423353682,27.488531570335322,33.68872136932015,31.572194762561207,6.342539783903408,3.8115108897083907,7.926656229147486,False,False,False
F571-8,train,K_thick_flared,13,30.175376192122503,28.290592925853005,30.469049603845086,36.6094138729954,K_scale_tail_spiral,2,49.61901242354519,29.46517560068289,30.7440535947581,30.469049603845086,-6.140364269150311,0.2936734117225832,2.178456677992081,True,False,False
F571-V1,train,K_scale_tail_spiral,7,3.5735232878164758,6.360130039546406,3.7041860848067847,17.93347554651218,K_scale_tail_spiral,1,42.03448484872583,3.7041860848067847,7.07769303185887,4.68824875895184,-14.229289461705395,0.13066279699030892,-2.6559439547396213,True,False,True
F574-1,train,K_exponential_disk,14,11.820788616096635,8.776912560877792,15.653160782256908,19.507507933746982,K_scale_tail_spiral,3,35.04763660911316,9.943790587801379,15.653160782256908,13.531096604326411,-3.8543471514900745,3.8323721661602725,6.876248221379116,True,False,False
F574-2,train,K_scale_tail_spiral,5,32.6388165436646,38.74115873241575,35.20922291232126,48.41021108051484,K_exponential_disk,3,87.30266245597151,35.20922291232126,27.59855615227147,30.32941463330155,-13.200988168193582,2.5704063686566556,-3.531935820094489,True,False,True
F579-V1,train,K_thick_flared,14,19.63941142103888,18.38890176475787,20.704633861715262,24.88033782205599,K_scale_tail_spiral,2,34.18117288836033,18.3734345340946,22.086406043713033,20.704633861715262,-4.175703960340726,1.0652224406763828,2.315732096957394,True,False,False
F583-1,train,K_scale_tail_spiral,25,13.297286773674033,10.320140273858495,10.359993146223937,33.079785199238074,K_scale_tail_spiral,1,67.49041073499095,10.359993146223937,16.891429739319495,14.857515123403779,-22.71979205301414,-2.937293627450096,0.03985287236544188,True,True,False
F583-4,train,K_thick_flared,12,2.089348476842753,5.381087823103697,1.8163548767334206,26.67131931553126,K_thick_flared,1,72.8742846072619,4.070396257323441,3.069277082008441,1.8163548767334206,-24.85496443879784,-0.2729936001093325,-3.5647329463702766,True,True,True
KK98-251,train,K_scale_tail_spiral,15,8.181219377823203,10.870651981388162,13.610025806267119,65.54286444110075,K_exponential_disk,3,183.28835215300754,13.610025806267119,5.992935139188714,7.3473060311059974,-51.93283863483363,5.428806428443917,2.7393738248789568,True,False,False
NGC0055,train,K_scale_tail_spiral,21,13.646013162608714,17.518196226309797,15.50707161929844,24.46296030576794,K_exponential_disk,3,51.40219728558121,15.50707161929844,9.845703903937551,12.140979727785073,-8.9558886864695,1.861058456689726,-2.0111246070113573,True,False,True
NGC0100,train,K_exponential_disk,21,7.537919334963079,6.061732881040405,8.856389899016648,24.12777903871567,K_scale_tail_spiral,3,57.189436731158814,7.095648589444358,8.856389899016648,8.09825179554383,-15.271389139699021,1.3184705640535688,2.7946570179762427,True,False,False
NGC0247,train,K_exponential_disk,26,3.866312004062215,5.475417572666649,6.561795274843639,15.203196129135998,K_scale_tail_spiral,3,37.06192318765612,3.891023604550918,6.561795274843639,4.65664159520096,-8.64140085429236,2.6954832707814234,1.0863777021769891,True,False,False
NGC0289,train,K_thick_flared,28,13.44827134683854,23.595309185371484,11.257300859223461,13.682647846404995,K_exponential_disk,2,17.337093619667037,14.187674267165931,9.523175652382012,11.257300859223461,-2.425346987181534,-2.190970487615079,-12.338008326148023,True,True,True
NGC0300,train,K_exponential_disk,25,9.83189803567648,5.607034629923943,13.615448943697162,20.000053097718364,K_scale_tail_spiral,3,40.652091668474206,7.848918182292735,13.615448943697162,11.499149442388156,-6.384604154021202,3.7835509080206826,8.008414313773219,True,False,False
NGC0801,train,K_thick_flared,13,31.348134413644825,35.306528941160416,30.338225611407932,32.26472591754318,K_exponential_disk,2,35.46886061395257,31.975068211626063,29.35024892705091,30.338225611407932,-1.9265003061352495,-1.0099088022368932,-4.968303329752484,True,True,True
NGC0891,train,K_compact_finite,18,29.637636010909365,32.67571266789567,36.117714962740685,29.27803901501652,K_exponential_disk,4,36.117714962740685,30.02843006879364,28.645013847451914,29.160673128804007,6.839675947724164,6.48007895183132,3.442002294845018,False,False,False
NGC1003,train,K_scale_tail_spiral,36,11.228797331872782,8.233924992844548,10.239711077957573,15.531127685525385,K_scale_tail_spiral,1,15.90296903913921,10.239711077957573,17.116427198316828,13.573986819120119,-5.291416607567813,-0.9890862539152092,2.0057860851130247,True,True,False
NGC1090,train,K_thick_flared,24,15.259685358845738,18.764009439287914,13.765926902112863,17.684768458108984,K_exponential_disk,2,24.762662346218328,16.022194909810633,12.269448118297996,13.765926902112863,-3.9188415559961207,-1.4937584567328752,-4.998082537175051,True,True,True
NGC1705,train,K_scale_tail_spiral,14,20.59864390810048,16.95201559286103,17.353386930958422,40.884651131584405,K_scale_tail_spiral,1,77.24007777084682,17.353386930958422,23.54160612610431,21.872269497802087,-23.531264200625984,-3.245256977142059,0.4013713380973911,True,True,False
NGC2366,train,K_scale_tail_spiral,26,8.175530891777854,11.387781875806942,11.179048179418931,37.91129702949528,K_exponential_disk,3,100.73572426219579,11.179048179418931,5.796668737637561,7.201498088652501,-26.73224885007635,3.0035172876410776,-0.20873369638801087,True,False,True
NGC2403,train,K_exponential_disk,73,9.860995949284607,6.239762201686606,10.644397151446181,20.393652469070723,K_scale_tail_spiral,3,42.54767684317661,8.411832353703565,10.644397151446181,10.221448210331992,-9.749255317624542,0.7834012021615742,4.404634949759576,True,False,False
NGC2841,train,K_compact_finite,50,59.09007494417434,53.02346081870857,54.87724264138518,59.83992329998708,K_compact_finite,1,54.87724264138518,58.28235405110214,61.17369303961691,60.063722809242186,-4.962680658601897,-4.21283230278916,1.8537818226766092,True,True,False
NGC2903,train,K_thick_flared,34,24.362146162225375,24.96300377208502,24.47346324263098,25.253203135481424,K_scale_tail_spiral,2,26.881021022956993,24.272898417962764,24.605689965524515,24.47346324263098,-0.7797398928504435,0.1113170804056054,-0.4895405294540396,True,False,True
NGC2915,train,K_scale_tail_spiral,30,26.00786566771677,20.629433034344654,23.036865971923184,34.06954696672991,K_scale_tail_spiral,1,43.77180789168901,23.036865971923184,30.54052035517563,27.89631265332508,-11.032680994806725,-2.970999695793587,2.4074329375785304,True,True,False
NGC2955,train,K_compact_finite,24,19.782113998497127,23.273161362253415,24.641523770508012,19.480887536567796,K_exponential_disk,4,24.641523770508012,20.33458377501467,18.80621135174853,19.301867482940185,5.160636233940217,4.859409772010885,1.3683624082545975,False,False,False
NGC2976,train,K_thick_flared,27,5.11693008193194,5.678104979086942,4.791806857705614,67.96264209749198,K_exponential_disk,2,191.76576917721627,7.7232438061517295,4.398913309107924,4.791806857705614,-63.17083523978636,-0.325123224226326,-0.8862981213813272,True,True,True
