galaxy,proxy_formula_family_for_scope,sparc_present,s4g_match_status,ned_nedd_match_status,dustpedia_match_status,phangs_match_status,primary_morphology_source,secondary_morphology_source,accepted_observable_collection_status,crossmatch_notes
NGC2998,K_thick_flared,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC3109,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC3198,K_thick_flared,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC3521,K_thick_flared,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC3741,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC3769,K_thick_flared,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC3877,K_thick_flared,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC3893,K_thick_flared,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC3917,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC3953,K_thick_flared,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC3992,K_thick_flared,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC4010,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC4051,K_thick_flared,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC4068,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC4085,K_thick_flared,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC4100,K_thick_flared,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC4138,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC4157,K_thick_flared,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC4217,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC4559,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC5005,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC5033,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC5055,K_thick_flared,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC5371,K_thick_flared,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC5585,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC6015,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC6195,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC6503,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC6674,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC7793,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
NGC7814,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
PGC51017,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC00128,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC00191,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC00634,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC01230,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC01281,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC02455,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC02487,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC02885,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC02916,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC02953,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC03205,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC03546,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC04278,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC04325,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC04483,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC05005,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC05253,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC05721,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC05750,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC05764,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC05918,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC05999,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC06399,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC06446,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC06614,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC06628,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC06667,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC06786,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC06787,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC06923,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC06930,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC06973,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC07089,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC07125,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC07232,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC07323,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC07399,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC07524,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC07559,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC07608,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC07690,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC07866,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC08286,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC08490,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC08550,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC08837,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC09037,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC09133,K_compact_finite,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC09992,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC10310,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC11455,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC11557,K_exponential_disk,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC11820,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC12632,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGC12732,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGCA281,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
UGCA442,K_scale_tail_spiral,True,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,TO_BE_ASSIGNED,NOT_STARTED,
