Name,RAJ2000,DEJ2000,MType,D25,Dist,Mdust,e_Mdust,Uav,e_Uav,QPAH,e_QPAH,SFR,e_SFR,log10M*,e_log10M*,SED,ModSED,SimbadName
NGC3952,178.41915,-3.99634,9.3,1.622,27.0,1.17,0.38,11.66,4.83,0.061,0.01,1.104,1.024,9.537,0.209,SED,ModSED,NGC3952
NGC3953,178.45425,52.32653,4.0,6.166,12.47383,16.19,1.1,3.14,0.41,0.127,0.012,1.659,1.563,10.483,0.209,SED,ModSED,NGC3953
NGC3972,178.93785,55.32072,4.0,3.631,20.04472,15.56,4.15,0.85,0.32,0.121,0.02,0.446,0.405,9.862,0.209,SED,ModSED,NGC3972
NGC3982,179.11725,55.12493,3.2,2.138,23.44228,6.92,0.44,9.21,0.81,0.121,0.005,2.876,2.74,10.285,0.209,SED,ModSED,NGC3982
NGC3990,179.3985,55.45854,-2.7,1.38,10.18592,0.03,0.03,2.64,2.96,0.132,0.033,0.01,0.009,9.097,0.208,SED,ModSED,NGC3990
NGC4013,179.6307,43.94673,3.1,4.898,18.79318,17.02,1.24,3.63,0.44,0.114,0.007,1.713,1.618,10.633,0.21,SED,ModSED,NGC4013
NGC4030,180.09825,-1.1,4.0,3.802,27.16436,46.73,2.05,6.39,0.47,0.101,0.005,9.02,8.866,11.122,0.21,SED,ModSED,NGC4030
NGC4032,180.1368,20.07392,9.6,1.349,28.41344,6.78,1.53,1.47,0.44,0.123,0.016,0.483,0.44,9.85,0.209,SED,ModSED,NGC4032
NGC4036,180.3621,61.89569,-2.4,4.898,20.89297,0.98,0.34,6.34,3.2,0.144,0.026,0.242,0.232,10.702,0.21,SED,ModSED,NGC4036
NGC4037,180.34875,13.40086,3.3,2.399,13.80385,2.11,0.52,1.6,0.53,0.117,0.016,0.181,0.161,9.408,0.208,SED,ModSED,NGC4037
NGC4051,180.79035,44.53121,4.0,4.898,11.22019,7.2,1.44,5.5,1.72,0.129,0.019,2.089,1.974,10.189,0.209,SED,ModSED,NGC4051
NGC4067,181.04805,10.85433,3.1,1.122,42.46194,8.29,1.44,2.99,0.73,0.136,0.015,0.91,0.847,10.368,0.209,SED,ModSED,NGC4067
NGC4100,181.53585,49.5828,4.1,4.571,19.95263,14.8,0.71,4.41,0.24,0.12,0.005,2.552,2.424,10.523,0.209,SED,ModSED,NGC4100
NGC4102,181.5978,52.71097,3.1,2.951,18.28101,5.84,1.27,43.42,18.94,0.049,0.009,11.622,11.467,10.562,0.209,SED,ModSED,NGC4102
NGC4111,181.7628,43.06556,-1.3,1.778,14.85935,0.45,0.19,7.61,3.83,0.132,0.023,0.157,0.146,10.355,0.209,SED,ModSED,NGC4111
NGC4116,181.9038,2.69142,7.3,2.57,17.13958,10.75,1.76,1.11,0.23,0.117,0.015,0.568,0.518,9.707,0.209,SED,ModSED,NGC4116
NGC4117,181.94205,43.12632,-2.0,1.585,20.2,0.52,0.26,5.31,4.0,0.054,0.019,0.157,0.139,9.554,0.209,SED,ModSED,NGC4117
NGC4119,182.04,10.37897,-1.2,1.585,13.39,0.62,0.31,4.08,2.66,0.135,0.027,0.116,0.102,9.863,0.209,SED,ModSED,NGC4119
NGC4123,182.0463,2.87825,5.0,3.162,20.13724,22.52,2.34,2.02,0.27,0.093,0.011,3.429,3.281,10.193,0.209,SED,ModSED,NGC4123
NGC4125,182.025,65.1741,-4.8,5.888,23.6592,0.42,0.35,15.99,15.39,0.163,0.035,0.303,0.31,11.229,0.21,SED,ModSED,NGC4125
NGC4138,182.37405,43.68527,-0.8,2.951,13.67729,2.33,0.37,3.42,0.84,0.137,0.015,0.303,0.275,10.028,0.209,SED,ModSED,NGC4138
NGC4144,182.49375,46.45731,6.1,5.248,6.88653,1.13,0.26,1.2,0.29,0.059,0.013,0.053,0.046,8.892,0.208,SED,ModSED,NGC4144
NGC4152,182.6562,16.03282,4.9,1.38,33.88443,11.18,1.53,7.82,1.73,0.105,0.01,4.086,3.926,10.339,0.209,SED,ModSED,NGC4152
NGC4165,183.04905,13.24642,2.0,1.23,56.75448,7.35,1.8,2.64,0.87,0.133,0.02,0.456,0.415,10.296,0.209,SED,ModSED,NGC4165
NGC4178,183.1932,10.86585,6.9,4.677,25.00344,44.46,7.84,1.36,0.21,0.074,0.007,1.61,1.512,10.307,0.209,SED,ModSED,NGC4178
NGC4179,183.21705,1.29967,-1.9,4.467,18.4,0.29,0.2,5.66,4.71,0.15,0.03,0.02,0.026,10.424,0.209,SED,ModSED,NGC4179
NGC4180,183.2625,7.03875,2.0,1.445,34.99453,7.88,0.51,10.27,1.1,0.097,0.006,2.716,2.586,10.532,0.209,SED,ModSED,NGC4180
NGC4183,183.3204,43.69854,5.9,4.266,16.67248,9.53,1.69,0.73,0.13,0.093,0.011,0.224,0.199,9.582,0.209,SED,ModSED,NGC4183
NGC4189,183.447,13.42476,5.9,2.188,22.69865,8.71,0.69,4.49,0.46,0.11,0.006,1.674,1.573,10.19,0.209,SED,ModSED,NGC4189
NGC4191,183.4599,7.20089,-1.8,1.514,45.1,2.24,1.07,2.35,1.48,0.139,0.026,0.045,0.05,10.471,0.209,SED,ModSED,NGC4191
NGC4192,183.4512,14.89996,2.6,10.965,12.70574,17.19,1.2,1.98,0.13,0.138,0.006,1.282,1.203,10.528,0.209,SED,ModSED,NGC4192
NGC4193,183.47325,13.17282,4.1,2.239,35.97491,17.37,1.91,2.04,0.29,0.119,0.011,1.454,1.364,10.455,0.209,SED,ModSED,NGC4193
NGC4194,183.54,54.52654,9.1,1.66,39.1,5.44,0.24,77.01,4.85,0.059,0.003,29.952,30.253,10.638,0.21,SED,ModSED,NGC4194
NGC4197,183.66045,5.80529,6.7,2.818,25.00344,9.92,2.15,2.56,0.52,0.072,0.01,0.953,0.882,9.809,0.209,SED,ModSED,NGC4197
NGC4200,183.68415,12.18073,-2.0,1.445,24.21028,0.05,0.07,1.95,2.1,0.14,0.036,,,9.628,0.209,SED,ModSED,NGC4200
NGC4203,183.77085,33.19722,-2.7,3.388,14.99684,1.92,0.47,2.6,0.84,0.147,0.019,0.193,0.179,10.434,0.209,SED,ModSED,NGC4203
NGC4206,183.82005,13.02386,4.0,4.677,18.87991,11.3,1.88,0.72,0.14,0.125,0.014,0.338,0.305,9.802,0.209,SED,ModSED,NGC4206
NGC4207,183.87705,9.58488,7.7,1.514,18.03018,1.96,0.16,8.91,1.17,0.123,0.007,0.618,0.566,9.783,0.209,SED,ModSED,NGC4207
NGC4212,183.91395,13.90135,4.9,2.818,16.9044,6.85,0.25,6.1,0.29,0.119,0.003,1.644,1.545,10.232,0.209,SED,ModSED,NGC4212
NGC4214,183.9135,36.32704,9.8,6.761,2.97852,1.38,0.23,1.72,0.27,0.064,0.009,0.16,0.14,8.846,0.208,SED,ModSED,NGC4214
NGC4215,183.9771,6.40111,-0.9,1.698,22.69865,0.06,0.07,3.15,3.8,0.149,0.037,0.025,0.026,10.109,0.209,SED,ModSED,NGC4215
NGC4216,183.97635,13.14958,3.0,7.763,13.80385,15.56,0.96,1.55,0.09,0.16,0.014,0.698,0.655,10.761,0.21,SED,ModSED,NGC4216
NGC4217,183.96225,47.0919,3.0,5.37,18.53532,19.0,1.68,6.46,1.0,0.1,0.009,2.96,2.826,,,SED,ModSED,NGC4217
NGC4222,184.0941,13.30724,6.6,2.818,19.7697,7.35,1.23,1.4,0.28,0.103,0.015,0.415,0.376,9.625,0.209,SED,ModSED,NGC4222
NGC4224,184.14075,7.46214,1.0,2.884,57.80962,13.8,4.16,2.71,1.15,0.159,0.026,0.824,0.795,11.239,0.21,SED,ModSED,NGC4224
NGC4233,184.28205,7.62438,-2.0,2.344,32.96098,0.31,0.24,6.48,5.99,0.145,0.032,0.085,0.089,,,SED,ModSED,NGC4233
NGC4234,184.2882,3.68315,8.6,1.148,32.9,4.24,0.39,7.5,0.86,0.097,0.005,1.264,1.179,9.974,0.209,SED,ModSED,NGC4234
NGC4235,184.2912,7.19157,1.0,4.365,18.70683,0.44,0.18,11.95,5.91,0.144,0.022,0.303,0.276,10.21,0.209,SED,ModSED,NGC4235
NGC4236,184.17525,69.46257,8.0,23.442,4.40555,2.11,0.36,0.66,0.14,0.081,0.012,0.098,0.085,9.033,0.208,SED,ModSED,NGC4236
NGC4237,184.2975,15.3239,4.0,1.82,19.58844,6.2,0.3,4.44,0.29,0.103,0.003,0.952,0.884,10.182,0.209,SED,ModSED,NGC4237
NGC4239,184.3122,16.53137,-4.5,1.349,17.4,0.1,0.1,1.48,1.43,0.13,0.033,0.002,0.003,9.389,0.208,SED,ModSED,NGC4239
NGC4244,184.37295,37.80716,6.0,16.218,4.3451,3.8,0.28,0.36,0.04,0.11,0.017,0.072,0.063,9.149,0.208,SED,ModSED,NGC4244
NGC4251,184.5348,28.17526,-1.8,2.344,19.40886,0.35,0.28,4.99,4.44,0.148,0.031,0.053,0.058,10.567,0.209,SED,ModSED,NGC4251
NGC4252,184.6287,5.55947,3.6,1.202,21.77711,0.79,0.41,1.64,1.15,0.091,0.027,0.08,0.069,8.962,0.208,SED,ModSED,NGC4252
NGC4254,184.70655,14.41641,5.2,5.012,12.88249,13.8,0.79,12.94,1.61,0.103,0.008,4.879,4.713,10.568,0.209,SED,ModSED,NGC4254
NGC4255,184.73415,4.78592,-2.0,1.349,28.70782,0.09,0.12,2.65,3.05,0.147,0.036,0.039,0.038,10.131,0.209,SED,ModSED,NGC4255
NGC4258,184.74,47.30388,4.0,16.982,7.62079,11.18,1.9,3.24,0.93,0.128,0.019,1.306,1.231,10.691,0.21,SED,ModSED,NGC4258
NGC4259,184.8426,5.37637,-2.0,1.023,57.01637,0.48,0.54,2.68,2.81,0.14,0.033,0.205,0.188,10.342,0.209,SED,ModSED,NGC4259
NGC4260,184.84275,6.0987,1.0,2.512,36.3078,9.25,3.52,0.76,0.4,0.148,0.03,0.193,0.188,10.791,0.21,SED,ModSED,NGC4260
NGC4267,184.9389,12.79842,-2.7,2.57,15.63147,0.18,0.15,11.98,11.0,0.148,0.029,0.157,0.144,10.305,0.209,SED,ModSED,NGC4267
NGC4268,184.9467,5.28371,-0.3,1.514,30.17,0.12,0.14,2.84,3.11,0.142,0.036,0.052,0.051,10.158,0.209,SED,ModSED,NGC4268
NGC4270,184.95585,5.46349,-2.0,1.862,24.93,0.15,0.18,2.48,2.81,0.149,0.035,0.056,0.055,10.211,0.209,SED,ModSED,NGC4270
NGC4273,184.98345,5.34385,5.2,2.188,27.92544,10.85,0.26,12.05,0.36,0.099,0.002,5.366,5.191,10.406,0.209,SED,ModSED,NGC4273
NGC4276,185.0313,7.69177,6.4,1.349,27.54229,3.88,0.9,2.15,0.67,0.117,0.016,0.348,0.314,9.676,0.209,SED,ModSED,NGC4276
NGC4281,185.08965,5.38642,-1.5,2.884,24.43431,0.77,0.33,9.68,5.95,0.111,0.031,0.17,0.164,10.691,0.21,SED,ModSED,NGC4281
NGC4287,185.202,5.63985,4.3,1.23,28.5759,1.85,0.5,3.88,1.35,0.096,0.016,0.344,0.311,9.576,0.209,SED,ModSED,NGC4287
NGC4289,185.25945,3.72208,5.6,4.266,45.0817,19.0,5.5,1.85,0.88,0.116,0.028,,,,,SED,ModSED,NGC4289
NGC4292,185.3187,4.59563,-1.9,1.622,9.46237,0.19,0.08,1.83,1.07,0.117,0.026,0.014,0.012,,,SED,ModSED,NGC4292
NGC4294,185.3244,11.51048,5.9,2.692,15.48817,3.14,0.42,3.45,0.48,0.076,0.008,0.443,0.401,9.53,0.209,SED,ModSED,NGC4294
NGC4299,185.41845,11.50228,8.4,1.479,19.7697,1.66,0.31,10.3,2.55,0.045,0.006,0.737,0.678,9.573,0.209,SED,ModSED,NGC4299
NGC4300,185.4228,5.38478,1.0,1.778,37.4249,4.28,1.38,2.25,1.07,0.121,0.025,0.178,0.167,10.44,0.209,SED,ModSED,NGC4300
NGC4303A,185.613,4.56615,6.3,1.122,13.57182,1.4,0.53,1.04,0.53,0.095,0.024,0.067,0.057,8.72,0.208,SED,ModSED,NGC4303A
NGC4305,185.51505,12.74088,1.2,2.291,41.68693,0.63,0.57,2.29,2.22,0.147,0.031,0.086,0.08,10.368,0.209,SED,ModSED,NGC4305
NGC4306,185.517,12.7875,-2.0,1.479,13.91316,0.04,0.05,1.39,1.45,0.131,0.036,,,9.12,0.208,SED,ModSED,NGC4306
NGC4307,185.5233,9.04361,3.2,3.467,23.33458,8.37,0.92,2.02,0.27,0.106,0.01,0.641,0.591,10.343,0.209,SED,ModSED,NGC4307
NGC4309,185.5515,7.14431,-0.7,1.95,26.66859,1.2,0.89,5.87,4.53,0.094,0.022,0.426,0.388,9.931,0.209,SED,ModSED,NGC4309
NGC4312,185.63055,15.53786,2.1,5.012,10.0,0.72,0.09,6.69,1.2,0.123,0.013,0.176,0.156,9.462,0.208,SED,ModSED,NGC4312
NGC4313,185.66055,11.80084,2.1,3.802,12.24617,1.91,0.35,2.14,0.49,0.129,0.019,0.141,0.126,9.802,0.209,SED,ModSED,NGC4313
NGC4316,185.676,9.33255,5.5,2.455,26.42408,9.34,0.92,3.04,0.38,0.106,0.008,0.883,0.818,10.223,0.209,SED,ModSED,NGC4316
NGC4321,185.7282,15.82189,4.0,6.166,15.92209,25.65,2.15,9.91,1.59,0.085,0.008,6.368,6.2,10.996,0.21,SED,ModSED,NGC4321
NGC4324,185.77575,5.25049,-0.8,2.951,17.29816,2.55,0.56,1.47,0.45,0.133,0.022,0.152,0.138,10.08,0.209,SED,ModSED,NGC4324
NGC4330,185.82075,11.36754,6.1,2.291,18.70683,4.55,0.76,2.02,0.47,0.117,0.017,0.332,0.3,9.753,0.209,SED,ModSED,NGC4330
NGC4339,185.8956,6.08169,-4.6,2.344,16.29296,0.05,0.06,3.94,5.67,0.145,0.039,0.285,0.258,10.07,0.209,SED,ModSED,NGC4339
NGC4340,185.8971,16.72246,-1.2,2.818,14.65547,0.09,0.11,2.31,2.54,0.145,0.036,0.017,0.018,10.063,0.209,SED,ModSED,NGC4340
NGC4341,185.97285,7.10722,-2.0,1.66,13.68105,0.18,0.12,1.62,1.3,0.118,0.027,0.011,0.01,8.912,0.208,SED,ModSED,NGC4341
NGC4343,185.9112,6.95406,3.0,1.905,21.9786,5.67,0.61,2.77,0.37,0.117,0.009,0.519,0.475,10.147,0.209,SED,ModSED,NGC4343
NGC4350,185.99085,16.69347,-1.8,2.818,14.85935,0.38,0.2,6.33,4.31,0.152,0.03,0.098,0.092,10.29,0.209,SED,ModSED,NGC4350
NGC4351,186.006,12.2046,2.8,1.585,12.47383,0.86,0.2,2.39,0.76,0.096,0.017,0.081,0.071,9.107,0.208,SED,ModSED,NGC4351
NGC4355,186.72765,-0.87756,1.1,1.413,25.35,2.57,0.11,107.9,6.28,0.026,0.001,24.687,24.809,9.826,0.209,SED,ModSED,NGC4355
NGC4356,186.0606,8.53601,5.7,1.995,15.92209,1.29,0.35,2.81,1.05,0.108,0.019,0.191,0.17,9.622,0.209,SED,ModSED,NGC4356
NGC4359,186.0465,31.52179,5.1,1.38,19.86094,6.78,2.01,0.68,0.25,0.097,0.017,0.154,0.136,9.487,0.209,SED,ModSED,NGC4359
NGC4365,186.1173,7.31764,-4.8,5.129,23.01442,0.22,0.34,4.86,6.99,0.17,0.043,,,11.334,0.21,SED,ModSED,NGC4365
NGC4370,186.22875,7.44471,0.7,1.622,31.7,4.2,0.77,4.69,1.18,0.104,0.019,0.518,0.478,10.372,0.209,SED,ModSED,NGC4370
NGC4371,186.23085,11.70428,-1.3,3.89,16.74943,0.36,0.25,5.2,4.11,0.134,0.029,0.088,0.086,10.46,0.209,SED,ModSED,NGC4371
NGC4376,186.32535,5.74097,9.8,1.318,22.18195,1.36,0.3,4.48,1.22,0.077,0.017,0.186,0.164,9.348,0.208,SED,ModSED,NGC4376
NGC4378,186.32535,4.92514,1.0,2.089,48.52884,23.91,4.66,2.45,0.71,0.162,0.024,1.839,1.766,11.185,0.21,SED,ModSED,NGC4378
NGC4379,186.31125,15.60742,-2.7,1.862,15.70363,0.09,0.08,3.87,3.77,0.142,0.031,0.016,0.017,9.885,0.209,SED,ModSED,NGC4379
NGC4380,186.34215,10.01674,2.4,3.311,20.13724,7.06,0.95,1.76,0.32,0.119,0.01,0.396,0.366,10.261,0.209,SED,ModSED,NGC4380
NGC4385,186.42825,0.5726,-0.1,2.138,33.5,6.92,2.98,10.03,4.89,0.066,0.005,7.304,7.121,10.218,0.209,SED,ModSED,NGC4385
NGC4387,186.42375,12.81048,-4.8,1.585,17.78279,0.03,0.04,3.02,3.72,0.144,0.038,0.029,0.028,9.828,0.209,SED,ModSED,NGC4387
NGC4388,186.44505,12.66202,2.8,5.37,17.37802,5.61,0.65,11.53,0.98,0.091,0.004,4.969,4.799,10.423,0.209,SED,ModSED,NGC4388
NGC4390,186.4611,10.45895,5.0,1.514,26.18184,5.44,1.05,2.04,0.41,0.097,0.011,0.372,0.336,9.679,0.209,SED,ModSED,NGC4390
NGC4396,186.49575,15.67109,6.8,2.951,15.84892,6.45,1.01,0.89,0.16,0.12,0.013,0.268,0.24,9.433,0.208,SED,ModSED,NGC4396
NGC4402,186.5316,13.11312,3.2,3.548,12.41652,5.08,0.19,4.1,0.16,0.119,0.005,0.791,0.729,9.896,0.209,SED,ModSED,NGC4402
NGC4409,186.7437,2.4945,4.7,1.82,15.20548,2.26,0.15,5.0,0.48,0.133,0.007,0.395,0.357,9.525,0.209,SED,ModSED,NGC4409
NGC4411A,186.62505,8.87167,5.4,1.622,16.8,1.72,0.59,1.55,0.65,0.104,0.019,0.142,0.125,9.3,0.208,SED,ModSED,NGC4411A
NGC4412,186.65055,3.96474,3.2,1.514,35.6,5.61,0.51,11.45,1.4,0.095,0.005,3.486,3.337,10.309,0.209,SED,ModSED,NGC4412
NGC4413,186.6342,12.6106,2.1,2.089,15.06607,1.96,0.29,2.77,0.5,0.117,0.01,0.246,0.22,9.568,0.209,SED,ModSED,NGC4413
NGC4415,186.6687,8.43567,-0.9,1.288,16.0,0.03,0.04,2.21,2.62,0.136,0.036,0.024,0.02,9.32,0.208,SED,ModSED,NGC4415
NGC4416,186.69465,7.91881,5.9,1.585,39.81071,11.76,1.46,3.07,0.5,0.139,0.017,1.371,1.28,10.329,0.209,SED,ModSED,NGC4416
NGC4417,186.71085,9.58424,-1.9,3.09,15.84892,0.11,0.11,2.92,3.12,0.147,0.035,,,10.182,0.209,SED,ModSED,NGC4417
NGC4419,186.73545,15.04726,1.2,3.89,17.37802,3.95,0.3,9.94,1.13,0.076,0.003,2.579,2.453,10.415,0.209,SED,ModSED,NGC4419
NGC4423,186.78735,5.88011,7.8,2.042,19.67885,5.23,1.6,0.49,0.2,0.125,0.025,0.151,0.132,9.226,0.208,SED,ModSED,NGC4423
NGC4424,186.79905,9.42018,0.9,3.02,4.14954,0.07,0.01,12.13,3.09,0.085,0.014,0.049,0.041,8.575,0.208,SED,ModSED,NGC4424
NGC4425,186.80565,12.73482,-0.6,3.09,16.8,0.03,0.04,2.17,2.63,0.149,0.039,,,9.837,0.209,SED,ModSED,NGC4425
NGC4429,186.8607,11.10753,-0.8,5.248,13.00169,0.5,0.21,15.6,8.1,0.137,0.024,0.226,0.215,10.616,0.21,SED,ModSED,NGC4429
NGC4430,186.85995,6.26282,3.5,2.042,35.64508,14.08,1.77,3.29,0.64,0.119,0.017,1.376,1.29,10.429,0.209,SED,ModSED,NGC4430
NGC4434,186.90285,8.15431,-4.7,1.413,22.18195,0.09,0.08,3.89,3.87,0.139,0.033,,,10.04,0.209,SED,ModSED,NGC4434
NGC4435,186.9186,13.0789,-2.1,3.02,16.51962,0.57,0.08,14.47,2.77,0.063,0.006,0.244,0.225,10.371,0.209,SED,ModSED,NGC4435
NGC4436,186.92205,12.31602,-1.8,1.66,17.9,0.33,0.2,1.71,1.2,0.13,0.026,,,,,SED,ModSED,NGC4436
NGC4437,188.18955,0.11462,6.0,9.12,8.3946,12.36,0.5,1.26,0.1,0.122,0.011,0.648,0.594,9.971,0.209,SED,ModSED,NGC4437
NGC4438,186.94035,13.00884,0.6,9.12,11.27198,2.28,0.2,3.68,0.37,0.084,0.006,0.243,0.222,10.24,0.209,SED,ModSED,NGC4438
NGC4440,186.9732,12.29322,1.1,1.778,17.29816,0.04,0.05,2.48,3.03,0.149,0.038,,,9.927,0.209,SED,ModSED,NGC4440
NGC4442,187.01625,9.80368,-1.9,4.365,15.13561,0.31,0.24,3.11,2.93,0.148,0.032,0.092,0.09,10.481,0.209,SED,ModSED,NGC4442
NGC4445,187.0665,9.43629,2.0,2.512,18.03018,1.19,0.26,3.01,0.92,0.113,0.02,0.117,0.103,9.593,0.209,SED,ModSED,NGC4445
NGC4449,187.0461,44.09324,9.8,4.677,4.2658,1.29,0.11,8.25,0.68,0.067,0.004,,,9.347,0.208,SED,ModSED,NGC4449
NGC4450,187.12335,17.08499,2.4,5.495,16.44372,6.39,0.8,2.89,0.54,0.092,0.01,0.513,0.481,10.695,0.21,SED,ModSED,NGC4450
NGC4451,187.1691,9.25882,2.5,1.349,26.06156,2.7,0.27,8.09,1.02,0.107,0.008,0.821,0.757,9.915,0.209,SED,ModSED,NGC4451
NGC4452,187.18035,11.75505,-1.9,3.388,16.04,0.07,0.08,1.98,2.17,0.14,0.036,1.806,1.698,9.762,0.209,SED,ModSED,NGC4452
NGC4454,187.2114,-1.93912,0.2,2.188,31.35,4.5,3.69,2.7,2.27,0.133,0.024,0.379,0.351,10.49,0.209,SED,ModSED,NGC4454
NGC4457,187.2459,3.57058,0.3,2.818,10.71519,0.98,0.21,8.45,2.85,0.119,0.017,0.37,0.336,,,SED,ModSED,NGC4457
NGC4460,187.1898,44.86426,-0.9,3.89,9.50604,0.5,0.2,9.09,3.25,0.058,0.008,0.234,0.209,9.284,0.208,SED,ModSED,NGC4460
NGC4461,187.2624,13.18378,-0.7,3.631,12.02264,0.16,0.14,2.77,2.72,0.142,0.032,0.014,0.014,9.949,0.209,SED,ModSED,NGC4461
NGC4464,187.33875,8.15656,-2.7,1.023,15.70363,0.13,0.15,1.38,1.41,0.138,0.033,,,9.532,0.209,SED,ModSED,NGC4464
NGC4468,187.37865,14.04909,-2.7,1.549,15.70363,0.25,0.15,2.01,1.52,0.119,0.026,0.055,0.047,9.289,0.208,SED,ModSED,NGC4468
NGC4469,187.3668,8.74994,0.2,2.884,16.74943,0.77,0.23,7.32,3.2,0.128,0.024,0.202,0.185,10.265,0.209,SED,ModSED,NGC4469
NGC4470,187.40745,7.8239,1.9,1.288,17.21869,1.56,0.16,6.32,0.84,0.125,0.008,0.371,0.334,9.445,0.208,SED,ModSED,NGC4470
NGC4472,187.44495,8.00039,-4.8,10.233,16.59588,0.81,1.3,3.16,4.63,0.173,0.043,,,11.621,0.21,SED,ModSED,NGC4472
NGC4473,187.45365,13.4294,-4.7,4.266,15.13561,0.33,0.25,7.4,6.54,0.147,0.029,0.132,0.128,10.602,0.21,SED,ModSED,NGC4473
NGC4474,187.47315,14.06862,-1.9,2.344,15.34617,0.03,0.04,2.25,2.77,0.15,0.04,,,9.93,0.209,SED,ModSED,NGC4474
NGC4476,187.49625,12.34863,-2.9,1.698,17.37802,0.51,0.13,6.03,2.08,0.11,0.016,0.105,0.093,9.687,0.209,SED,ModSED,NGC4476
NGC4477,187.50915,13.6364,-1.7,3.715,16.44372,0.34,0.25,8.94,7.93,0.169,0.033,0.13,0.126,10.604,0.21,SED,ModSED,NGC4477
NGC4478,187.5738,12.3271,-4.9,1.738,16.82673,0.14,0.1,5.04,4.53,0.143,0.03,0.053,0.051,10.126,0.209,SED,ModSED,NGC4478
NGC4479,187.5765,13.57757,-1.9,1.445,17.21869,0.02,0.03,1.35,1.57,0.138,0.043,,,9.578,0.209,SED,ModSED,NGC4479
NGC4480,187.6116,4.24642,5.1,1.905,36.64377,16.19,2.18,2.09,0.44,0.119,0.018,,,,,SED,ModSED,NGC4480
NGC4482,187.5432,10.77951,-4.8,1.479,17.94734,0.11,0.13,1.5,1.49,0.128,0.032,,,9.315,0.208,SED,ModSED,NGC4482
NGC4483,187.66935,9.01565,-1.4,1.66,16.59588,0.03,0.03,2.31,2.75,0.147,0.038,,,9.737,0.209,SED,ModSED,NGC4483
NGC4488,187.71405,8.36011,-0.1,2.754,8.05379,0.02,0.03,2.11,2.54,0.131,0.036,0.043,0.037,9.095,0.208,SED,ModSED,NGC4488
NGC4491,187.7379,11.48348,1.0,1.622,3.59093,0.02,0.01,20.39,8.58,0.05,0.008,0.038,0.032,8.005,0.207,SED,ModSED,NGC4491
NGC4492,187.74885,8.07769,1.0,2.089,32.65878,8.8,3.12,1.24,0.64,0.147,0.027,0.266,0.252,,,SED,ModSED,NGC4492
NGC4494,187.85025,25.77468,-4.8,4.365,16.67248,0.55,0.4,7.63,6.29,0.15,0.03,0.123,0.127,10.79,0.21,SED,ModSED,NGC4494
