Name,RAJ2000,DEJ2000,MType,D25,Dist,Mdust,e_Mdust,Uav,e_Uav,QPAH,e_QPAH,SFR,e_SFR,log10M*,e_log10M*,SED,ModSED,SimbadName
NGC5690,219.42105,2.2909,5.2,3.162,19.49844,9.92,0.47,4.98,0.4,0.113,0.006,1.707,1.603,10.163,0.209,SED,ModSED,NGC5690
NGC5691,219.4722,-0.39882,1.2,1.862,30.2,3.99,0.43,12.45,2.05,0.092,0.007,1.989,1.878,10.171,0.209,SED,ModSED,NGC5691
NGC5693,219.04665,48.58492,6.9,1.585,38.64009,4.24,3.11,3.2,2.4,0.118,0.017,0.601,0.55,9.936,0.209,SED,ModSED,NGC5693
NGC5701,219.79605,5.36329,-0.3,1.995,26.1,17.02,5.91,0.66,0.32,0.143,0.026,0.344,0.325,10.729,0.21,SED,ModSED,NGC5701
NGC5705,219.95745,-0.71837,6.6,1.349,20.89297,9.63,2.68,0.46,0.17,0.107,0.017,0.208,0.185,9.477,0.208,SED,ModSED,NGC5705
NGC5713,220.0479,-0.28904,4.0,2.455,13.74042,4.16,0.12,14.81,0.57,0.097,0.002,3.03,2.888,10.041,0.209,SED,ModSED,NGC5713
NGC5719,220.2348,-0.31808,2.3,3.09,26.42408,13.26,0.56,6.89,0.36,0.095,0.004,3.173,3.036,10.668,0.21,SED,ModSED,NGC5719
NGC5728,220.5996,-17.25301,1.2,3.162,27.79715,8.12,0.32,13.64,1.21,0.075,0.006,4.345,4.19,10.777,0.21,SED,ModSED,NGC5728
NGC5740,221.1018,1.67975,3.0,2.692,29.24156,10.43,1.49,4.84,0.94,0.109,0.009,1.997,1.889,10.45,0.209,SED,ModSED,NGC5740
NGC5746,221.23335,1.95472,3.0,7.244,27.03959,66.32,3.22,1.19,0.09,0.119,0.008,2.08,2.001,11.249,0.21,SED,ModSED,NGC5746
NGC5750,221.5464,-0.22296,0.4,2.63,29.7,4.73,1.08,4.0,1.42,0.095,0.019,0.33,0.31,10.621,0.21,SED,ModSED,NGC5750
NGC5777,222.8244,58.97809,3.2,2.951,42.85485,22.98,4.97,2.39,0.74,0.13,0.016,2.039,1.933,10.705,0.21,SED,ModSED,NGC5777
NGC5850,226.78185,1.54465,3.1,3.311,20.1,11.41,2.35,1.8,0.53,0.13,0.017,0.72,0.668,10.498,0.209,SED,ModSED,NGC5850
NGC5866,226.62315,55.7633,-1.3,6.31,14.45439,3.37,0.57,4.89,1.26,0.104,0.015,0.438,0.411,10.697,0.21,SED,ModSED,NGC5866
NGC5899,228.76365,42.0498,5.2,2.089,42.65796,38.65,4.01,4.87,0.86,0.106,0.01,6.498,6.334,10.995,0.21,SED,ModSED,NGC5899
NGC5907,228.9735,56.32891,5.2,11.22,17.21869,46.73,1.27,2.95,0.19,0.105,0.007,3.722,3.582,10.931,0.21,SED,ModSED,NGC5907
NGC6143,245.42625,55.08582,4.0,1.097,78.57728,33.94,5.32,3.15,0.71,0.129,0.011,3.819,3.665,10.663,0.21,SED,ModSED,NGC6143
NGC6221,253.1922,-59.21777,4.9,4.898,11.06623,6.2,0.61,18.49,3.44,0.092,0.01,5.078,4.906,10.6,0.209,SED,ModSED,NGC6221
NGC6300,259.2474,-62.8202,3.1,5.37,10.71519,7.42,0.69,6.66,1.05,0.1,0.008,2.535,2.41,10.433,0.209,SED,ModSED,NGC6300
NGC6673,281.2761,-62.29723,-3.8,2.63,10.76465,0.02,0.02,2.89,3.77,0.147,0.04,0.009,0.01,9.727,0.209,SED,ModSED,NGC6673
NGC6703,281.82855,45.55056,-2.8,2.455,26.42408,0.62,0.8,3.71,4.09,0.147,0.035,0.065,0.076,10.814,0.21,SED,ModSED,NGC6703
NGC6798,291.01335,53.62475,-1.9,1.778,37.34298,1.23,1.01,2.99,2.54,0.14,0.028,0.144,0.138,10.501,0.209,SED,ModSED,NGC6798
NGC6814,295.6692,-10.3237,4.0,3.09,22.8,19.0,3.1,4.44,1.11,0.128,0.014,3.263,3.131,10.956,0.21,SED,ModSED,NGC6814
NGC6822,296.2374,-14.80034,9.8,17.378,0.46132,0.03,0.02,2.21,1.78,0.099,0.029,0.005,0.004,7.864,0.207,SED,ModSED,NGC6822
NGC6946,308.71905,60.15361,5.9,11.482,6.72977,18.81,0.58,7.61,0.25,0.115,0.003,5.612,5.441,10.661,0.21,SED,ModSED,NGC6946
NGC7090,324.12045,-54.55761,5.0,8.128,9.50604,9.25,1.31,1.13,0.13,0.121,0.019,0.49,0.445,9.738,0.209,SED,ModSED,NGC7090
NGC7172,330.50745,-31.87015,0.6,2.754,33.9,14.5,1.18,6.47,0.76,0.118,0.006,4.26,4.109,11.016,0.21,SED,ModSED,NGC7172
NGC7213,332.31765,-47.16684,0.9,4.898,30.19955,19.0,5.62,5.71,2.9,0.116,0.028,4.713,4.624,11.485,0.21,SED,ModSED,NGC7213
NGC7314,338.94165,-26.0505,4.0,4.169,15.77611,9.44,1.12,3.27,0.57,0.13,0.01,1.501,1.407,10.215,0.209,SED,ModSED,NGC7314
NGC7331,339.2673,34.41562,3.9,9.332,14.52111,44.01,1.1,4.39,0.14,0.13,0.003,6.072,5.915,11.113,0.21,SED,ModSED,NGC7331
NGC7465,345.504,15.96465,-1.8,1.071,27.2,3.37,0.49,11.13,1.84,0.103,0.006,1.931,1.821,10.152,0.209,SED,ModSED,NGC7465
NGC7552,349.0449,-42.58428,2.4,3.89,28.70782,25.65,1.98,37.98,5.49,0.054,0.003,48.813,49.912,11.124,0.21,SED,ModSED,NGC7552
NGC7582,349.59675,-42.36999,2.1,6.918,19.14256,16.85,0.85,15.99,0.83,0.073,0.002,14.032,13.914,10.866,0.21,SED,ModSED,NGC7582
NGC7625,350.12565,17.22561,1.0,1.479,23.0,5.84,0.66,13.46,2.76,0.102,0.01,3.163,3.019,10.251,0.209,SED,ModSED,NGC7625
NGC7667,351.09615,-0.10784,8.7,1.047,17.78279,0.2,0.17,1.99,1.9,0.089,0.031,0.057,0.048,8.421,0.208,SED,ModSED,NGC7667
NGC7689,353.3196,-54.09453,5.9,3.09,24.32205,16.35,1.73,2.42,0.37,0.139,0.011,1.577,1.478,10.212,0.209,SED,ModSED,NGC7689
NGC7690,353.2602,-51.69842,2.9,2.138,21.37962,2.73,0.57,4.42,1.31,0.122,0.015,0.552,0.505,9.904,0.209,SED,ModSED,NGC7690
NGC7694,353.3163,-2.70299,10.0,1.38,14.12538,1.23,0.36,2.25,0.92,0.084,0.015,0.163,0.144,8.986,0.208,SED,ModSED,NGC7694
NGC7710,353.94225,-2.88088,-1.6,1.175,33.26051,0.9,0.62,1.41,1.11,0.129,0.028,6.865,6.68,9.773,0.209,SED,ModSED,NGC7710
NGC7714,354.0588,2.15502,3.1,2.188,30.92,2.15,0.2,63.82,6.61,0.053,0.001,12.334,12.183,10.311,0.209,SED,ModSED,NGC7714
NGC7715,354.09165,2.15679,9.6,2.042,36.3,0.24,0.28,1.41,1.31,0.12,0.029,,,9.112,0.208,SED,ModSED,NGC7715
NGC7716,354.1311,0.29729,3.0,1.82,35.8,9.07,1.68,2.29,0.65,0.134,0.017,0.685,0.635,10.431,0.209,SED,ModSED,NGC7716
NGC7721,354.70215,-6.51798,4.9,3.09,31.76873,36.4,2.4,2.33,0.28,0.129,0.011,3.07,2.934,10.626,0.21,SED,ModSED,NGC7721
NGC7755,356.96565,-30.52209,5.0,3.715,29.92267,22.52,2.4,2.57,0.38,0.132,0.01,2.05,1.941,10.547,0.209,SED,ModSED,NGC7755
NGC7757,357.1896,4.17099,5.3,1.82,15.84892,2.99,0.79,1.81,0.64,0.116,0.017,0.233,0.208,9.279,0.208,SED,ModSED,NGC7757
NGC7764,357.7242,-40.73021,9.4,1.95,20.5,4.11,0.74,3.27,0.86,0.102,0.012,0.835,0.77,9.648,0.209,SED,ModSED,NGC7764
NGC7793,359.4573,-32.59104,7.4,10.471,3.7325,3.88,0.34,1.32,0.19,0.119,0.02,0.181,0.16,9.419,0.208,SED,ModSED,NGC7793
PGC007045,28.51305,-14.25298,0.0,1.585,18.81486,1.1,0.33,2.4,1.03,0.109,0.019,0.107,0.094,9.427,0.208,SED,ModSED,PGC007045
PGC008962,35.36925,-4.4131,6.9,1.479,30.50246,0.12,0.17,1.33,1.34,0.107,0.033,,,8.571,0.208,SED,ModSED,PGC008962
PGC009485,37.38195,-3.213,0.3,1.514,32.05898,1.78,1.23,14.24,10.29,0.093,0.013,1.398,1.307,10.014,0.209,SED,ModSED,PGC009485
PGC012608,50.4654,-15.71055,9.0,1.413,27.66941,0.17,0.21,1.46,1.41,0.114,0.031,0.014,0.012,8.881,0.208,SED,ModSED,PGC012608
PGC013058,52.7844,-36.29007,-4.5,1.047,19.14256,0.3,0.16,1.94,1.22,0.114,0.024,0.018,0.015,8.853,0.208,SED,ModSED,PGC013058
PGC013084,52.8534,-35.33108,-2.0,1.23,19.49844,0.07,0.08,1.3,1.32,0.127,0.032,2.584,2.45,8.945,0.208,SED,ModSED,PGC013084
PGC013097,52.9485,-35.05186,-2.2,1.175,20.32357,0.07,0.08,1.47,1.46,0.112,0.033,2.788,2.649,8.598,0.208,SED,ModSED,PGC013097
PGC013146,53.1987,-34.23869,-2.8,1.318,19.58844,0.03,0.04,1.29,1.39,0.125,0.035,0.006,0.005,8.757,0.208,SED,ModSED,PGC013146
PGC013230,53.6229,-35.54649,-2.4,1.259,18.70683,0.08,0.1,1.49,1.56,0.118,0.032,0.02,0.017,8.865,0.208,SED,ModSED,PGC013230
PGC013343,54.2262,-35.37464,-2.8,1.071,19.31969,0.29,0.21,0.98,0.83,0.126,0.028,0.006,0.005,8.993,0.208,SED,ModSED,PGC013343
PGC013635,55.68915,-33.9202,-5.0,1.259,15.63353,0.23,0.12,1.85,1.23,0.111,0.025,0.015,0.013,8.809,0.208,SED,ModSED,PGC013635
PGC027066,142.97415,-16.67946,6.9,1.318,67.02,6.02,4.22,0.92,0.74,0.116,0.028,,,9.648,0.209,SED,ModSED,PGC027066
PGC029653,152.75325,-4.69282,9.9,5.37,1.3122,0.0,0.0,0.87,1.16,0.084,0.046,,,,,SED,ModSED,PGC029653
PGC034407,169.1469,18.1184,-1.3,1.122,21.50464,0.23,0.19,0.97,0.87,0.106,0.032,,,8.729,0.208,SED,ModSED,PGC034407
PGC039052,183.50925,6.72318,5.2,1.122,39.432,0.96,0.61,1.76,1.27,0.123,0.024,0.099,0.087,9.428,0.208,SED,ModSED,PGC039052
PGC040659,186.5634,12.96389,-5.0,1.023,13.91316,0.46,0.52,4.2,5.04,0.156,0.038,0.323,0.338,11.151,0.21,SED,ModSED,PGC040659
PGC040759,186.72705,10.66578,-5.0,1.023,13.81759,0.02,0.03,1.13,1.23,0.121,0.035,,,8.377,0.208,SED,ModSED,PGC040759
PGC040821,186.88185,9.60239,-5.0,2.042,0.43692,0.0,0.0,1.14,1.78,0.091,0.053,0.0,0.0,4.826,0.204,SED,ModSED,PGC040821
PGC042160,189.4224,8.55898,9.5,1.071,16.06942,0.34,0.18,1.47,0.99,0.088,0.026,0.042,0.036,8.6,0.208,SED,ModSED,PGC042160
PGC043526,192.80535,-6.55927,10.0,1.318,25.10923,1.36,0.72,0.57,0.44,0.092,0.032,0.127,0.112,9.247,0.208,SED,ModSED,PGC043526
PGC044532,194.7576,34.86082,9.0,3.802,9.95406,1.45,0.72,12.13,6.69,0.011,0.008,,,8.809,0.208,SED,ModSED,PGC044532
PGC046875,201.16335,-10.48849,9.0,1.097,41.09776,0.05,0.06,0.76,0.77,0.098,0.036,,,9.141,0.208,SED,ModSED,PGC046875
PGC072006,354.70305,-5.7469,9.0,1.097,30.76096,2.0,1.58,0.93,0.81,0.113,0.029,,,9.054,0.208,SED,ModSED,PGC072006
PGC166069,43.92825,58.86062,10.0,1.585,4.08247,4.41,3.55,1.33,1.02,0.124,0.022,0.005,0.004,7.841,0.207,SED,ModSED,PGC166069
PGC166071,47.9955,60.34689,10.0,2.818,42.73,0.55,0.62,2.56,2.34,0.119,0.028,0.279,0.258,10.404,0.209,SED,ModSED,PGC166071
PGC166077,56.30385,67.86466,10.0,2.512,3.16,0.15,0.08,0.3,0.21,0.082,0.034,0.001,0.001,7.014,0.206,SED,ModSED,PGC166077
PGC166755,337.308,75.36707,5.0,1.259,31.47749,15.4,8.81,2.41,1.36,0.121,0.017,0.71,0.655,10.166,0.209,SED,ModSED,PGC166755
PGC166861,55.81335,68.2611,-5.0,2.188,21.12234,0.0,0.01,0.88,1.07,0.086,0.043,0.044,0.037,8.538,0.208,SED,ModSED,PGC166861
SDSSJ140638.13+545947.6,211.65885,54.99658,9.0,1.023,31.2,0.85,0.57,1.01,0.81,0.11,0.028,0.029,0.025,8.992,0.208,SED,ModSED,SDSSJ140638.13+545947.4
UGC00313,7.8588,6.20675,4.3,1.202,28.33151,1.48,0.54,1.47,0.73,0.106,0.021,0.167,0.147,9.339,0.208,SED,ModSED,UGC00313
UGC00931,20.81055,-0.70107,5.4,1.023,31.83,0.21,0.18,0.83,0.78,0.095,0.032,0.048,0.042,8.778,0.208,SED,ModSED,UGC00931
UGC02392,43.9434,33.76658,5.9,1.318,26.52,1.44,0.75,1.51,1.03,0.123,0.026,,,9.436,0.208,SED,ModSED,UGC02392
UGC02826,55.9398,68.30131,5.0,1.202,21.06772,4.07,0.62,8.77,1.58,0.117,0.009,0.779,0.719,10.135,0.209,SED,ModSED,UGC02826
UGC03016,65.33325,36.76014,5.9,1.122,30.05,3.72,1.19,3.3,1.27,0.117,0.018,0.38,0.345,9.927,0.209,SED,ModSED,UGC03016
UGC03701,107.92785,72.16919,6.0,1.738,43.09121,1.53,0.78,1.31,0.81,0.094,0.022,0.192,0.172,9.658,0.209,SED,ModSED,UGC03701
UGC03960,115.0947,23.27501,-4.8,1.259,33.50628,0.06,0.07,2.4,2.6,0.131,0.033,0.055,0.05,9.838,0.209,SED,ModSED,UGC03960
UGC04305,124.7682,70.72167,9.9,7.943,3.46737,5.55,4.33,1.85,1.65,0.12,0.031,0.02,0.017,8.301,0.207,SED,ModSED,UGC04305
UGC04549,131.08935,58.84196,7.6,1.259,22.28291,11.88,3.07,2.59,0.96,0.12,0.018,0.32,0.288,9.504,0.209,SED,ModSED,UGC04549
UGC04551,131.02455,49.79396,-1.9,1.698,28.05844,0.29,0.26,3.6,3.54,0.149,0.032,5.025,4.854,10.212,0.209,SED,ModSED,UGC04551
UGC04684,134.1696,0.37501,7.3,1.288,37.7799,0.04,0.01,2.05,0.72,0.056,0.01,,,9.96,0.209,SED,ModSED,UGC04684
UGC05340,149.19135,28.82783,9.7,1.95,12.76439,0.11,0.13,1.44,1.37,0.107,0.032,,,8.04,0.207,SED,ModSED,UGC05340
UGC05373,150.00015,5.33223,9.9,4.898,1.4388,2.26,1.72,1.78,1.52,0.128,0.029,0.0,0.0,7.281,0.207,SED,ModSED,UGC05373
UGC05423,151.3785,70.36444,9.9,1.097,8.87156,0.85,0.72,1.96,1.85,0.093,0.032,0.016,0.013,7.94,0.207,SED,ModSED,UGC05423
UGC05454,151.7958,12.65128,8.1,1.023,43.30967,0.06,0.06,1.63,1.58,0.062,0.027,0.049,0.042,8.659,0.208,SED,ModSED,UGC05454
UGC05570,155.19585,73.28427,4.1,1.0,43.97,0.0,0.0,0.58,0.68,0.091,0.045,,,9.27,0.208,SED,ModSED,UGC05570
UGC05612,156.02775,70.8822,8.0,2.63,19.1,0.83,0.36,1.32,0.72,0.165,0.029,0.142,0.126,9.786,0.209,SED,ModSED,UGC05612
UGC05686,157.67835,74.22752,9.7,1.318,43.15948,0.78,0.93,1.55,1.47,0.104,0.028,0.019,0.124,8.913,0.208,SED,ModSED,UGC05686
UGC05689,157.69125,73.88542,6.4,1.349,46.77347,9.25,2.59,2.08,0.72,0.097,0.015,0.802,0.74,9.84,0.209,SED,ModSED,UGC05689
UGC05720,158.13285,54.40104,9.8,1.148,24.9,0.71,0.11,28.19,5.27,0.057,0.006,3.577,3.423,9.641,0.209,SED,ModSED,UGC05720
UGC05846,161.1237,60.37023,9.9,1.622,19.3,0.41,0.45,2.04,1.94,0.11,0.028,0.029,0.024,8.322,0.207,SED,ModSED,UGC05846
UGC05955,163.01745,71.77303,-4.9,1.148,22.6379,0.45,0.5,3.02,2.96,0.136,0.031,0.035,0.031,9.488,0.209,SED,ModSED,UGC05955
UGC05958,162.816,27.84872,4.0,1.622,23.44228,3.84,1.28,0.53,0.24,0.119,0.024,0.06,0.051,9.135,0.208,SED,ModSED,UGC05958
UGC05990,163.1598,34.48293,2.1,1.288,25.70395,2.0,0.69,0.77,0.33,0.12,0.021,0.134,0.118,9.212,0.208,SED,ModSED,UGC05990
UGC06023,163.5873,27.24023,6.5,1.66,27.79715,3.84,0.49,3.57,0.63,0.11,0.009,0.991,0.917,9.807,0.209,SED,ModSED,UGC06023
UGC06324,169.5921,18.73836,-1.9,1.38,18.65101,0.56,0.33,1.6,1.18,0.112,0.026,0.034,0.029,8.897,0.208,SED,ModSED,UGC06324
UGC06566,173.9316,58.19238,8.8,1.047,23.00655,0.12,0.1,1.04,1.03,0.112,0.032,0.011,0.009,8.569,0.208,SED,ModSED,UGC06566
UGC06575,174.11025,58.19077,5.9,1.778,34.51434,5.55,1.55,0.75,0.3,0.09,0.02,0.287,0.258,9.532,0.209,SED,ModSED,UGC06575
UGC06879,178.6044,-2.31961,6.9,1.413,32.06266,2.62,0.97,0.94,0.43,0.146,0.022,0.136,0.12,9.777,0.209,SED,ModSED,UGC06879
UGC06919,179.15655,55.63312,7.3,1.622,24.22174,1.26,0.55,1.22,0.66,0.114,0.022,0.092,0.08,9.102,0.208,SED,ModSED,UGC06919
UGC06998,180.1986,-0.02306,8.8,1.047,31.0,0.59,0.47,1.75,1.45,0.107,0.028,0.061,0.052,9.057,0.208,SED,ModSED,UGC06998
UGC07086,181.48365,77.50514,3.1,2.291,28.97346,11.41,2.94,1.87,0.69,0.111,0.017,0.767,0.708,,,SED,ModSED,UGC07086
UGC07089,181.49115,43.14402,7.9,3.02,11.69499,6.72,3.49,0.48,0.35,0.108,0.03,0.03,0.025,8.69,0.208,SED,ModSED,UGC07089
UGC07094,181.5447,42.95574,8.1,1.202,10.71519,0.61,0.54,1.3,1.11,0.117,0.028,0.002,0.002,8.264,0.207,SED,ModSED,UGC07094
UGC07178,182.7651,2.00573,9.6,1.097,25.3,0.16,0.22,1.31,1.32,0.11,0.033,0.008,0.007,8.542,0.208,SED,ModSED,UGC07178
UGC07184,182.8329,1.49236,6.4,1.318,33.26598,0.27,0.16,1.32,1.03,0.087,0.028,0.178,0.157,9.239,0.208,SED,ModSED,UGC07184
UGC07249,183.6552,12.81241,9.6,1.288,27.41572,0.15,0.17,0.94,0.93,0.077,0.033,0.017,0.014,8.639,0.208,SED,ModSED,UGC07249
UGC07321,184.3914,22.54026,6.5,4.786,23.33458,12.12,2.24,0.37,0.1,0.116,0.022,0.146,0.13,9.523,0.209,SED,ModSED,UGC07321
UGC07387,185.0724,4.20161,6.6,1.995,38.19441,4.69,1.36,1.55,0.66,0.113,0.021,,,9.784,0.209,SED,ModSED,UGC07387
UGC07396,185.14065,0.78815,7.6,1.479,33.98416,0.72,0.43,2.02,1.59,0.105,0.026,0.198,0.175,9.267,0.208,SED,ModSED,UGC07396
UGC07411,185.3919,4.77947,0.1,1.148,13.58547,0.18,0.2,1.23,1.26,0.135,0.031,0.032,0.027,,,SED,ModSED,UGC07411
UGC07422,185.50545,5.10031,2.5,1.122,13.59913,1.43,0.38,8.48,2.82,0.102,0.018,0.096,0.084,8.942,0.208,SED,ModSED,UGC07422
UGC07436,185.58135,14.76082,-2.1,1.23,15.55965,0.03,0.04,1.83,2.09,0.138,0.037,0.003,0.003,8.669,0.208,SED,ModSED,UGC07436
UGC07522,186.49395,3.42937,5.7,2.63,35.48135,2.9,0.57,1.11,0.26,0.107,0.017,0.717,0.66,10.247,0.209,SED,ModSED,UGC07522
UGC07579,186.9807,5.7212,7.8,1.23,40.92611,0.62,0.21,1.74,0.79,0.098,0.022,0.586,0.536,9.642,0.209,SED,ModSED,UGC07579
UGC07700,188.13675,63.87735,7.9,1.514,46.50464,0.88,0.36,1.18,0.67,0.086,0.023,0.419,0.38,9.739,0.209,SED,ModSED,UGC07700
UGC07795,189.4389,7.10399,9.8,1.202,12.88249,1.69,1.13,0.87,0.71,0.106,0.029,,,7.949,0.207,SED,ModSED,UGC07795
UGC07802,189.5871,7.89157,6.1,1.66,20.51161,3.14,1.59,1.75,1.15,0.11,0.024,0.062,0.054,8.98,0.208,SED,ModSED,UGC07802
UGC07916,191.1048,34.38665,9.9,2.291,8.16,2.45,1.69,1.54,1.22,0.113,0.029,,,,,SED,ModSED,UGC07916
UGC07982,192.4593,2.85209,3.3,2.884,19.23091,1.74,0.51,0.92,0.38,0.117,0.024,0.112,0.098,9.54,0.209,SED,ModSED,UGC07982
UGC07991,192.6624,1.46453,6.5,2.089,20.41738,2.35,0.8,0.65,0.33,0.114,0.027,0.011,0.01,,,SED,ModSED,UGC07991
UGC08032,193.68405,13.2371,2.0,2.692,13.8722,0.23,0.09,2.13,1.05,0.107,0.021,0.065,0.056,9.101,0.208,SED,ModSED,UGC08032
UGC08042,193.79295,7.91785,5.5,1.071,42.8864,0.82,0.48,0.78,0.61,0.092,0.031,0.077,0.067,9.383,0.208,SED,ModSED,UGC08042
UGC08181,196.3527,32.90002,8.1,1.202,16.52103,0.06,0.09,1.19,1.23,0.112,0.034,0.004,0.003,8.213,0.207,SED,ModSED,UGC08181
UGC08201,196.6038,67.70693,9.9,3.311,4.83059,0.32,0.27,0.9,0.8,0.108,0.03,,,7.759,0.207,SED,ModSED,UGC08201
UGC08246,197.52045,34.18095,6.0,2.455,21.0863,10.85,5.81,0.61,0.44,0.108,0.03,0.039,0.033,8.995,0.208,SED,ModSED,UGC08246
UGC08333,198.97485,25.43582,9.6,1.122,21.47829,0.22,0.26,1.18,1.18,0.105,0.029,0.02,0.017,8.514,0.208,SED,ModSED,UGC08333
UGC08412,200.7177,35.15493,6.1,1.023,12.90279,0.0,0.01,0.87,1.05,0.104,0.04,,,8.054,0.207,SED,ModSED,UGC08412
UGC08630,204.6033,33.11772,6.6,1.778,28.97346,2.3,0.79,1.12,0.51,0.099,0.019,0.218,0.196,9.373,0.208,SED,ModSED,UGC08630
UGC08662,205.32195,33.7726,6.0,1.445,35.48135,0.6,0.43,0.74,0.61,0.106,0.029,0.053,0.046,9.103,0.208,SED,ModSED,UGC08662
UGC08693,206.118,35.1927,4.2,1.175,41.30477,0.64,0.21,1.72,0.74,0.098,0.019,0.37,0.335,9.779,0.209,SED,ModSED,UGC08693
UGC08756,207.6495,42.54143,1.2,1.549,30.47893,1.92,0.6,2.17,0.89,0.13,0.02,0.169,0.151,9.805,0.209,SED,ModSED,UGC08756
UGC08857,209.11095,4.39665,1.0,1.259,19.44293,0.95,0.59,2.19,1.58,0.108,0.025,0.043,0.037,8.769,0.208,SED,ModSED,UGC08857
UGC09242,216.3378,39.53941,6.7,4.169,24.32205,3.69,1.87,1.43,0.85,0.111,0.023,,,9.18,0.208,SED,ModSED,UGC09242
UGC09299,217.39425,-0.01807,6.5,1.698,29.24156,4.11,2.46,0.82,0.63,0.104,0.029,0.082,0.071,9.28,0.208,SED,ModSED,UGC09299
UGC09310,217.50465,3.22049,8.1,1.905,30.2,1.45,0.78,0.76,0.55,0.115,0.027,0.124,0.109,9.667,0.209,SED,ModSED,UGC09310
UGC09392,218.952,3.0384,10.0,1.047,30.1065,0.07,0.09,1.12,1.16,0.112,0.033,5.722,5.54,8.522,0.208,SED,ModSED,UGC09392
UGC09470,220.45275,0.68694,8.0,1.175,31.21245,1.5,0.76,1.38,0.95,0.086,0.027,0.139,0.122,9.186,0.208,SED,ModSED,UGC09470
UGC09482,220.69575,0.66174,6.6,1.23,39.26452,0.42,0.42,1.23,1.08,0.105,0.029,0.042,0.036,9.01,0.208,SED,ModSED,UGC09482
UGC10854,261.19335,58.20573,6.0,1.071,49.4311,0.78,0.65,0.73,0.64,0.107,0.03,,,9.241,0.208,SED,ModSED,UGC10854
UGC12160,340.22715,75.16472,5.8,1.318,25.58586,4.73,1.92,8.21,3.3,0.136,0.013,1.081,1.005,10.133,0.209,SED,ModSED,UGC12160
UGC12313,345.43215,16.0675,9.8,1.445,29.05516,2.99,2.38,0.68,0.57,0.106,0.029,0.029,0.026,8.812,0.208,SED,ModSED,UGC12313
UGC12690,353.9172,1.19819,9.1,1.38,34.2,1.0,1.07,1.86,1.7,0.111,0.028,,,9.051,0.208,SED,ModSED,UGC12690
UGC12709,354.3498,0.39167,8.5,2.754,35.1,2.11,0.99,1.03,0.66,0.107,0.026,0.17,0.151,9.494,0.209,SED,ModSED,UGC12709
